Wafer_Num,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F4,Thin F3,Thin F2,Thin F1,Source_Power,Selectivity,Temp_Etching,Temp_Etching2,Temp_Etching3,Temp_Etching4,etching_rate_f1,etching_rate_f2,etching_rate_f3,etching_rate_f4
11,wet,1273.863736,H2O,45.22,0.225,32,717.763,1.48265,15.987,15.049,20.002,197.466,90,497.466,3949.324,4936.655,4.939,89.852,30.003,41.928,365,474.589,108.643,150,1333,3648,5711,51.503,1.038,71.776,77.75995198,79.35993583,68.30004744,1466.63,2063,2315,1183
12,wet,1283.985107,H2O,45.28,0.225,32,724.499,1.17821,16.313,14.958,20.005,197.662,89.999,497.662,3953.236,4941.545,4.953,89.986,29.991,48.646,365,473.707,108.626,249,1530,3662,5737,51.518,1.038,72.45,78.01994935,79.49993442,70.27002756,1507.99,2075,2132,1281
13,wet,1283.363039,H2O,45.26,0.226,33,727.814,1.38912,12.416,14.984,20.005,198.028,90,498.028,3960.561,4950.702,4.951,90.041,30.014,46.855,365,478.684,108.5,237,1488,3664,5739,51.407,1.035,72.781,78.03994915,79.51993422,69.8500318,1539.14,2075,2176,1251
14,wet,1274.803652,H2O,45.24,0.226,33,722.683,1.21942,12.698,15.012,20.001,197.95,90.001,497.95,3958.994,4948.743,4.951,90.028,30,38.535,365,466.091,108.45,257,1423,3656,5724,51.404,1.035,72.268,77.88995067,79.43993502,69.20003836,1502.83,2068,2233,1166
15,wet,1278.617427,H2O,45.35,0.226,33,727.582,1.19937,12.151,14.957,19.999,197.986,90,497.986,3959.721,4949.651,4.947,89.577,30.003,46.565,365,475.186,108.282,285,1391,3669,5713,51.384,1.035,72.758,77.77995178,79.56993371,68.88004158,1562.82,2044,2278,1106
16,wet,1277.493534,H2O,45.31,0.226,33,726.818,1.2452,11.544,15.084,20.001,196.989,89.999,496.989,3939.779,4924.724,4.928,89.666,30.001,39.769,365,467.049,108.361,307,1533,3668,5706,51.336,1.033,72.682,77.70995248,79.55993381,70.30002726,1562.18,2038,2135,1226
17,wet,1269.23601,H2O,45.34,0.225,32,713.605,1.34601,12.262,14.992,19.999,197.14,90,497.14,3942.793,4928.491,4.902,89.52,30.002,38.212,365,470.372,107.954,319,1343,3658,5712,51.034,1.026,71.36,77.76995188,79.45993482,68.40004643,1424.05,2054,2315,1024
18,wet,1274.667489,H2O,45.47,0.224,31,726.633,1.69872,19.518,15.019,20.001,196.262,89.999,496.262,3925.23,4906.538,4.904,89.125,29.991,43.699,365,474.855,107.961,169,1465,3668,5731,51.236,1.031,72.663,77.95994996,79.55993381,69.62003412,1535.33,2063,2203,1296
19,wet,1282.933609,H2O,45.52,0.224,31,719.265,1.63049,10.998,15.042,20.002,196.017,90,496.017,3920.345,4900.431,4.917,89.055,30.002,35.76,365,464.567,107.98,269,1475,3656,5730,51.247,1.031,71.927,77.94995006,79.43993502,69.72003311,1462.65,2074,2181,1206
20,wet,1275.589114,H2O,45.44,0.226,33,722.546,1.87839,18.719,14.999,20,196.31,90,496.31,3926.195,4907.744,4.907,89.193,30.007,40.919,365,479.261,107.893,233,1363,3664,5709,51.174,1.029,72.255,77.73995218,79.51993422,68.60004441,1516.46,2045,2301,1130
21,wet,1282.816736,H2O,45.44,0.226,33,728.731,1.55183,18.047,14.95,20.001,196.474,90.001,496.474,3929.473,4911.842,4.91,89.229,30.004,45.597,365,478.54,107.908,301,1359,3668,5730,51.198,1.03,72.873,77.94995006,79.55993381,68.56004481,1557.31,2062,2309,1058
22,wet,1270.238956,H2O,45.43,0.225,32,728.858,1.72079,19.02,15.021,19.997,195.996,90,495.996,3919.919,4899.899,4.894,88.514,29.994,24.261,365,464.043,106.186,269,1481,3669,5710,50.996,1.025,72.886,77.74995208,79.56993371,69.7800325,1578.58,2041,2188,1212
23,wet,1279.042715,H2O,45.46,0.222,29,713.971,2.29371,17.275,15.084,20.005,194.399,90.001,494.399,3887.97,4859.963,4.856,88.81,30.013,36.631,365,478.127,106.857,289,1391,3654,5722,50.447,1.011,71.397,77.86995087,79.41993523,68.88004158,1417.71,2068,2263,1102
24,wet,1283.203618,H2O,45.66,0.222,29,721.066,1.95647,17.34,15.036,19.998,195.439,90,495.439,3908.787,4885.984,4.881,88.457,30.003,30.602,365,466.585,106.898,250,1384,3658,5730,50.79,1.02,72.107,77.94995006,79.45993482,68.81004229,1480.66,2072,2274,1134
25,wet,1280.87409,H2O,45.89,0.223,30,729.198,1.85826,14.003,15.021,19.997,194.947,90,494.947,3898.937,4873.671,4.904,88.771,29.996,40.624,365,471.588,108.046,238,1496,3672,5749,51.323,1.033,72.92,78.13994814,79.59993341,69.93003099,1542.98,2077,2176,1258
26,wet,1280.102167,H2O,45.86,0.226,33,721.514,1.92128,19.563,15.214,19.997,195.594,90,495.594,3911.874,4889.842,4.889,88.714,29.999,37.584,365,465.359,108.265,270,1462,3659,5712,51.12,1.028,72.151,77.76995188,79.46993472,69.59003442,1503.14,2053,2197,1192
27,wet,1281.304421,H2O,45.75,0.225,32,721.329,1.9729,13.227,14.846,20,194.694,89.999,494.694,3893.879,4867.348,4.874,88.424,29.995,24.633,365,465.004,106.136,320,1419,3668,5731,50.889,1.022,72.133,77.95994996,79.55993381,69.16003876,1482.29,2063,2249,1099
1,wet,1275.5657,H2O,45.74,0.222,29,716.87,2.15187,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996,35.7,365,474.987,106.911,309,1424,3665,5722,50.543,1.014,71.687,77.86995087,79.52993412,69.21003825,1446.7,2057,2241,1115
2,wet,1276.060274,H2O,45.76,0.223,30,720.769,1.83294,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005,39.348,365,479.437,106.964,316,1472,3663,5701,50.807,1.02,72.077,77.65995299,79.50993432,69.69003341,1506.69,2038,2191,1156
3,wet,1283.867919,H2O,45.89,0.222,29,721.954,1.86791,10.292,14.934,20.002,195.334,90,495.334,3906.685,4883.357,4.88,88.503,30.004,30.315,365,464.943,107.066,308,1464,3666,5711,50.811,1.02,72.195,77.75995198,79.53993402,69.61003422,1508.54,2045,2202,1156
4,wet,1273.783436,H2O,45.88,0.223,30,712.621,2.06109,14.536,14.96,19.995,194.724,90,494.724,3894.477,4868.097,4.877,89.199,29.999,35.121,365,472.991,106.953,317,1441,3663,5733,50.83,1.021,71.262,77.97994976,79.50993432,69.38003654,1393.21,2070,2222,1124
5,wet,1272.564858,H2O,45.85,0.223,30,716.794,1.82451,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001,33.399,365,476.077,106.394,523,1614,3682,5729,50.763,1.019,71.679,77.93995016,79.6999324,71.11001908,1438.94,2047,2068,1091
6,wet,1268.333781,H2O,44.53,0.191,113.2,686.53,0.84653,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996,23.047,365,466.954,105.637,105,1278,3609,5691,50.196,1.005,68.653,77.559954,78.96993977,67.75005299,1174.3,2082,2331,1173
7,wet,1274.752189,H2O,44.62,0.187,82.8,691.168,0.87235,15.329,14.966,20,200.465,90,500.465,4009.296,5011.62,5.015,92.402,29.992,29.141,365,470.815,105.863,111,1284,3613,5679,50.388,1.01,69.117,77.43995521,79.00993936,67.81005238,1232.68,2066,2329,1173
8,wet,1268.120909,H2O,44.64,0.203,10,710.04,1.0319,17.909,14.965,20.002,201.64,90,501.64,4032.797,5040.997,5.042,92.249,29.999,32.198,365,480.696,105.669,147,1409,3632,5696,50.546,1.014,71.004,77.60995349,79.19993745,69.06003977,1404.4,2064,2223,1262
9,wet,1269.521244,H2O,44.54,0.213,20,709.047,0.79534,19.019,15.109,19.998,200.446,90,500.446,4008.924,5011.155,5.008,92.362,30,20.124,365,469.636,104.745,159,1328,3632,5686,50.328,1.008,70.905,77.5099545,79.19993745,68.25004794,1404.47,2054,2304,1169
10,wet,1267.405918,H2O,44.53,0.219,26,723.555,0.71786,17.852,15.029,20.002,200.563,90,500.563,4011.267,5014.084,5.01,92.529,29.999,25.046,365,474.479,104.604,165,1380,3649,5739,49.965,0.999,72.356,78.03994915,79.36993573,68.77004269,1496.55,2090,2269,1215
11,wet,1279.535843,H2O,44.49,0.218,25,720.167,0.77995,20.157,14.941,19.997,200.842,90,500.842,4016.84,5021.05,4.991,91.759,29.99,18.951,365,466.898,104.45,106,1381,3644,5724,49.902,0.998,72.017,77.88995067,79.31993624,68.78004259,1477.67,2080,2263,1275
12,wet,1272.848472,H2O,44.51,0.217,24,708.6,0.94146,14.982,15.103,20,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998,17.932,365,467.53,104.529,187,1296,3633,5726,49.901,0.998,70.86,77.90995046,79.20993735,67.93005117,1360,2093,2337,1109
13,wet,1275.111403,H2O,44.57,0.217,24,715.256,1.03258,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008,23.805,365,468.908,104.882,128,1345,3639,5700,50.297,1.007,71.526,77.64995309,79.26993674,68.42004623,1452.56,2061,2294,1217
14,wet,1269.36468,H2O,44.56,0.218,25,711.702,0.96054,19.782,14.928,20,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008,34.443,365,484.872,105.558,180,1376,3644,5688,50.047,1.001,71.17,77.5299543,79.31993624,68.7300431,1429.02,2044,2268,1196
15,wet,1275.851896,H2O,44.55,0.218,25,715.973,1.00724,12.41,14.864,19.998,199.996,90,499.996,3999.926,4999.907,4.989,91.938,29.999,28.852,365,469.146,106.354,211,1385,3643,5689,50.415,1.01,71.597,77.5399542,79.30993634,68.82004219,1470.73,2046,2258,1174
16,wet,1271.279622,H2O,44.48,0.218,25,717.236,1.02906,14.492,14.807,19.998,199.847,90,499.847,3996.948,4996.185,5.004,91.674,30.002,29.796,365,473.629,106.058,190,1482,3647,5711,50.827,1.021,71.724,77.75995198,79.34993593,69.7900324,1461.36,2064,2165,1292
17,wet,1269.031664,H2O,44.48,0.217,24,712.928,1.03694,10.507,15.02,20.004,199.03,90,499.03,3980.591,4975.738,4.956,91.155,30.004,19.976,365,463.711,105.467,214,1384,3644,5730,50.372,1.009,71.293,77.94995006,79.31993624,68.81004229,1399.28,2086,2260,1170
18,wet,1277.293219,H2O,44.58,0.216,23,714.822,1.24699,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01,36.248,365,480.324,106.577,174,1473,3647,5737,50.828,1.021,71.482,78.01994935,79.34993593,69.70003331,1411.22,2090,2174,1299
19,wet,1269.0928,H2O,44.59,0.217,24,721.528,0.8338,12.502,15.095,19.996,199.907,90,499.907,3998.147,4997.684,5.016,92.172,30.004,35.278,365,470.662,107.212,178,1371,3648,5740,50.839,1.021,72.153,78.04994905,79.35993583,68.6800436,1475.28,2092,2277,1193
20,wet,1274.338129,H2O,44.53,0.218,25,715.249,0.90826,16.072,14.964,20,200.435,90,500.435,4008.695,5010.869,5.007,91.982,30.004,42.665,365,484.878,107.193,183,1272,3639,5714,50.977,1.024,71.525,77.78995167,79.26993674,67.69005359,1438.49,2075,2367,1089
21,wet,1277.125287,H2O,44.53,0.219,26,713.007,0.86833,19.337,15.098,19.998,200.203,90,500.203,4004.061,5005.076,4.987,91.713,30.014,38.165,365,483.527,106.763,141,1408,3641,5727,50.744,1.019,71.301,77.91995036,79.28993654,69.05003987,1403.07,2086,2233,1267
22,wet,1273.466561,H2O,44.62,0.218,25,714.238,0.84342,14.471,14.963,19.996,199.559,90,499.559,3991.175,4988.968,4.994,91.871,29.993,34.689,365,474.257,106.786,176,1361,3643,5721,50.838,1.021,71.424,77.85995097,79.30993634,68.58004461,1421.38,2078,2282,1185
23,wet,1277.074151,H2O,44.72,0.218,25,714.974,0.96137,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30,35.697,365,478.308,106.622,223,1360,3645,5731,50.802,1.02,71.497,77.95994996,79.32993613,68.57004471,1418.74,2086,2285,1137
24,wet,1273.47807,H2O,44.78,0.218,25,715.226,1.08352,14.834,14.884,20.003,199.635,90,499.635,3992.705,4990.881,4.993,92.022,30.009,39.629,365,486.337,106.24,108,1521,3639,5698,50.668,1.017,71.523,77.62995329,79.26993674,70.18002847,1454.26,2059,2118,1413
25,wet,1273.731235,H2O,44.68,0.218,25,724.374,0.75284,19.907,14.945,20.001,199.822,90,499.822,3996.443,4995.554,4.997,92.214,30.003,32.166,365,474.619,106.161,339,1465,3657,5695,50.554,1.014,72.437,77.59995359,79.44993492,69.62003412,1548.74,2038,2192,1126
26,wet,1277.858397,H2O,44.64,0.218,25,719.23,0.82819,12.087,15.072,20.003,200.078,90,500.078,4001.557,5001.947,5.006,91.922,30.005,20.921,365,466.058,105.087,321,1471,3661,5696,50.489,1.012,71.923,77.60995349,79.48993452,69.68003351,1496.3,2035,2190,1150
27,wet,1272.150947,H2O,44.53,0.215,22,713.79,0.87301,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,31.927,365,481.671,105.572,328,1596,3657,5713,50.21,1.005,71.379,77.77995178,79.44993492,70.9300209,1424.9,2056,2061,1268
1,wet,1277.585885,H2O,44.61,0.217,24,713.559,0.97825,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,33.419,365,478.63,106.083,364,1563,3658,5691,50.275,1.007,71.356,77.559954,79.45993482,70.60002423,1444.59,2033,2095,1199
2,wet,1269.55305,H2O,44.58,0.218,25,716.184,0.73624,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,29.806,365,473.637,106.059,308,1643,3659,5724,50.387,1.01,71.618,77.88995067,79.46993472,71.40001616,1437.84,2065,2016,1335
3,wet,1282.393014,H2O,44.58,0.218,25,719.658,0.93563,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,24.694,365,474.724,105.028,344,1490,3656,5741,50.228,1.006,71.966,78.05994895,79.43993502,69.87003159,1455.58,2085,2166,1146
4,wet,1269.47541,H2O,44.59,0.215,22,717.264,1.24881,12.383,14.986,19.993,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,27.774,365,476.321,105.053,379,1625,3662,5738,50.101,1.003,71.726,78.02994925,79.49993442,71.22001797,1434.64,2076,2037,1246
5,wet,1265.709997,H2O,44.57,0.216,23,718.321,1.02996,15.179,15.129,20.004,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,23.196,365,474.334,104.697,280,1381,3655,5737,49.907,0.998,71.832,78.01994935,79.42993513,68.78004259,1446.21,2082,2274,1101
6,wet,1271.029371,H2O,44.59,0.216,23,712.492,1.07392,13.624,14.991,19.999,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,25.474,365,470.978,105.589,239,1457,3645,5693,50.161,1.004,71.249,77.57995379,79.32993613,69.54003492,1431.92,2048,2188,1218
7,wet,1277.113934,H2O,44.59,0.217,24,708.404,1.24362,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,32.474,365,482.559,105.531,171,1324,3638,5731,50.292,1.007,70.84,77.95994996,79.25993684,68.21004835,1353.04,2093,2314,1153
8,wet,1278.441909,H2O,44.59,0.217,24,720.945,0.90447,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,23.28,365,465.642,105.675,172,1436,3654,5709,50.281,1.007,72.095,77.73995218,79.41993523,69.33003704,1500.45,2055,2218,1264
9,wet,1268.370063,H2O,44.55,0.215,22,713.334,1.18764,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,26.13,365,472.762,105.026,257,1393,3643,5708,50.062,1.002,71.333,77.72995228,79.30993634,68.90004138,1425.34,2065,2250,1136
10,wet,1271.821489,H2O,44.57,0.216,23,716.68,1.16985,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,25.252,365,474.542,105.109,172,1375,3641,5719,50.071,1.002,71.668,77.83995117,79.28993654,68.7200432,1447.8,2078,2266,1203
11,wet,1279.940506,H2O,44.57,0.216,23,717.314,1.23156,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,16.863,365,461.4,105.119,236,1382,3647,5712,50.103,1.003,71.731,77.76995188,79.34993593,68.79004249,1461.14,2065,2265,1146
12,wet,1275.064088,H2O,44.62,0.216,23,716.545,1.25946,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,33.163,365,478.497,106.038,151,1301,3641,5721,50.128,1.003,71.655,77.85995097,79.28993654,67.98005067,1444.45,2080,2340,1150
13,wet,1274.002515,H2O,44.63,0.219,26,712.706,0.82903,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,27.45,365,470.408,105.989,200,1306,3638,5714,50.421,1.011,71.271,77.78995167,79.25993684,68.03005016,1413.06,2076,2332,1106
14,wet,1280.587718,H2O,44.55,0.219,26,716.92,0.85326,16.166,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,21.918,365,470.267,105.03,261,1423,3647,5720,50.401,1.01,71.692,77.84995107,79.34993593,69.20003836,1449.2,2073,2224,1162
15,wet,1274.885849,H2O,44.57,0.215,22,716.828,1.58344,15,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,24.929,365,468.539,105.178,181,1431,3647,5711,49.646,0.991,71.683,77.75995198,79.34993593,69.28003755,1457.28,2064,2216,1250
16,wet,1278.766962,H2O,44.56,0.216,23,707.057,1.01397,20.058,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,23.964,365,476.357,104.632,150,1368,3632,5683,49.944,0.999,70.706,77.4799548,79.19993745,68.65004391,1387.57,2051,2264,1218
17,wet,1278.800577,H2O,44.53,0.213,20,717.059,1.16579,17.89,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,17.483,365,467.074,104.482,185,1401,3642,5695,49.918,0.998,71.706,77.59995359,79.29993644,68.98004058,1475.59,2053,2241,1216
18,wet,1273.81838,H2O,44.56,0.213,20,711.639,1.22262,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,24.19,365,473.322,104.514,166,1362,3641,5688,49.894,0.997,71.164,77.5299543,79.28993654,68.59004451,1428.39,2047,2279,1196
19,wet,1271.530004,H2O,44.58,0.211,18,707.582,0.84499,16.613,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,28.003,365,484.377,104.522,202,1460,3634,5726,49.87,0.997,70.758,77.90995046,79.21993724,69.57003462,1349.82,2092,2174,1258
20,wet,1272.531274,H2O,44.6,0.216,23,707.619,0.71205,20.015,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,32.571,365,471.127,106.557,177,1247,3629,5705,50.448,1.011,70.762,77.69995258,79.16993775,67.44005612,1371.19,2076,2382,1070
21,wet,1275.425012,H2O,44.56,0.215,22,713.867,0.99532,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,27.001,365,474.712,105.431,143,1463,3638,5728,50.593,1.015,71.387,77.92995026,79.25993684,69.60003432,1410.67,2090,2175,1320
22,wet,1271.349047,H2O,44.59,0.213,20,705.557,0.32865,13.491,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,26.405,365,473.305,105.487,173,1351,3628,5720,50.313,1.008,70.556,77.84995107,79.15993785,68.48004562,1335.57,2092,2277,1178
23,wet,1271.710804,H2O,44.65,0.211,18,707.754,0.88339,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,33.584,365,485.04,105.565,140,1389,3633,5697,49.884,0.997,70.775,77.61995339,79.20993735,68.86004179,1380.54,2064,2244,1249
24,wet,1275.014592,H2O,44.62,0.211,18,702.472,0.94624,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,27.444,365,474.416,105.548,191,1395,3633,5698,50.223,1.006,70.247,77.62995329,79.20993735,68.92004118,1326.72,2065,2238,1204
25,wet,1263.230499,H2O,44.58,0.212,19,711.749,0.42457,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,39.593,365,471.247,107.904,138,1383,3633,5696,50.263,1.007,71.175,77.60995349,79.20993735,68.80004239,1421.49,2063,2250,1245
26,wet,1280.077304,H2O,44.58,0.216,23,709.301,0.97799,16.742,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,32.371,365,475.791,106.102,177,1472,3634,5728,50.792,1.02,70.93,77.92995026,79.21993724,69.69003341,1365.01,2094,2162,1295
27,wet,1279.385851,H2O,44.6,0.212,19,714.972,0.64451,17.758,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,44.268,365,488.862,106.709,202,1445,3637,5735,50.566,1.014,71.497,77.99994956,79.24993694,69.42003614,1414.72,2098,2192,1243
1,wet,1276.974453,H2O,44.59,0.214,21,717.232,0.88237,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,26.291,365,462.014,106.754,246,1392,3640,5710,50.784,1.02,71.723,77.74995208,79.27993664,68.89004148,1462.32,2070,2248,1146
2,wet,1267.803024,H2O,44.6,0.213,20,707.918,0.81829,11.233,14.992,19.999,204.103,90,504.103,4082.065,5102.581,5.105,93.677,30.007,32.655,365,472.663,106.438,150,1427,3641,5711,50.76,1.019,70.792,77.75995198,79.28993654,69.24003795,1368.18,2070,2214,1277
3,wet,1276.382927,H2O,44.64,0.21,17,711.148,0.97327,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,28.188,365,467.154,106.453,232,1410,3642,5699,50.672,1.017,71.115,77.63995319,79.29993644,69.07003967,1412.48,2057,2232,1178
4,wet,1274.433432,H2O,44.58,0.212,19,704.451,1.01821,14.585,14.899,19.999,203.64,90,503.64,4072.805,5091.006,5.074,92.941,29.991,23.753,365,474.423,104.887,237,1452,3640,5725,50.163,1.004,70.445,77.89995056,79.27993664,69.49003543,1319.51,2085,2188,1215
5,wet,1268.359218,H2O,44.61,0.207,14,695.764,1.12022,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,34.687,365,477.185,106.489,124,1394,3622,5716,50.315,1.008,69.576,77.80995147,79.09993846,68.91004128,1241.64,2094,2228,1270
6,wet,1278.176491,H2O,44.56,0.212,19,712.119,1.0038,20.797,15.063,20.001,203.443,90,503.443,4068.863,5086.079,5.085,93.536,29.999,44.577,365,490.555,106.568,263,1386,3641,5689,50.668,1.017,71.212,77.5399542,79.28993654,68.83004209,1432.19,2048,2255,1123
7,wet,1276.231363,H2O,44.6,0.212,19,705.747,1.00103,17.331,14.961,19.999,203.505,90,503.505,4070.109,5087.637,5.091,93.521,30.005,31.605,365,476.248,106.04,150,1372,3631,5700,50.617,1.015,70.575,77.64995309,79.18993755,68.6900435,1357.47,2069,2259,1222
8,wet,1268.724822,H2O,44.63,0.21,17,710.77,0.44752,20.643,14.999,20.005,203.228,90,503.228,4064.561,5080.701,5.08,93.318,29.998,33.561,365,480.39,105.961,174,1446,3638,5684,50.473,1.012,71.077,77.4899547,79.25993684,69.43003603,1423.7,2046,2192,1272
9,wet,1280.516618,H2O,44.65,0.211,18,710.646,0.62359,13.547,15.054,20.003,202.851,90,502.851,4057.016,5071.27,5.056,93.116,29.998,25.694,365,472.037,105.48,140,1281,3635,5697,50.229,1.006,71.065,77.61995339,79.22993714,67.78005268,1409.46,2062,2354,1141
10,wet,1273.845898,H2O,44.62,0.21,17,713.87,0.45929,18.682,14.986,19.998,202.375,90,502.375,4047.508,5059.385,5.049,93.067,29.993,24.79,365,477.727,104.72,119,1369,3637,5693,50.075,1.002,71.387,77.57995379,79.24993694,68.6600438,1445.7,2056,2268,1250
11,wet,1271.441974,H2O,44.61,0.212,19,707.448,1.05497,20.407,15.073,19.998,202.027,90,502.027,4040.549,5050.686,5.049,92.967,29.996,31.591,365,482.943,105.303,204,1428,3641,5701,49.845,0.996,70.745,77.65995299,79.28993654,69.25003785,1373.48,2060,2213,1224
12,wet,1273.849873,H2O,44.69,0.212,19,705.854,0.94353,20.206,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014,33.893,365,493.059,104.968,236,1372,3642,5692,50.113,1.003,70.585,77.56995389,79.29993644,68.6900435,1366.54,2050,2270,1136
13,wet,1270.70902,H2O,44.72,0.211,18,710.602,1.01983,19.897,14.915,20,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,35.004,365,485.441,105.584,151,1369,3638,5705,49.878,0.997,71.06,77.69995258,79.25993684,68.6600438,1401.02,2067,2269,1218
14,wet,1271.740548,H2O,44.79,0.214,21,703.646,0.52553,20.281,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005,30.954,365,487.383,104.941,207,1402,3633,5683,50.029,1.001,70.365,77.4799548,79.20993735,68.99004047,1353.46,2050,2231,1195
15,wet,1266.660904,H2O,44.75,0.213,20,699.176,0.79759,11.447,15.033,20,200.716,90,500.716,4014.329,5017.911,5.019,92.252,29.994,28.565,365,471.605,105.668,212,1427,3630,5700,49.922,0.998,69.918,77.64995309,79.17993765,69.24003795,1291.76,2070,2203,1215
16,wet,1272.978539,H2O,44.75,0.214,21,711.691,0.73313,16.992,14.929,20.003,201.234,90,501.234,4024.681,5030.851,5.026,91.889,29.998,27.444,365,479.987,104.907,218,1343,3650,5699,50.214,1.005,71.169,77.63995319,79.37993563,68.40004643,1417.91,2049,2307,1125
17,wet,1271.129546,H2O,44.82,0.213,20,701.201,0.59527,15.342,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001,26.326,365,469.12,105.427,177,1343,3632,5693,49.962,0.999,70.12,77.57995379,79.19993745,68.40004643,1319.01,2061,2289,1166
18,wet,1268.575074,H2O,44.9,0.214,21,712.627,0.75455,20.463,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006,33.115,365,483.223,105.528,221,1417,3645,5736,50.032,1.001,71.263,78.00994945,79.32993613,69.14003896,1390.27,2091,2228,1196
19,wet,1282.30307,H2O,45.03,0.215,22,716.564,0.6209,11.254,15.093,20.006,200.868,90,500.868,4017.361,5021.702,5.021,93.058,29.995,22.537,365,470.396,105.132,175,1359,3646,5719,50.185,1.005,71.656,77.83995117,79.33993603,68.56004481,1446.64,2073,2287,1184
20,wet,1270.202154,H2O,44.94,0.215,22,702.181,0.87484,11.233,15.095,20,202.066,90,502.066,4041.328,5051.659,5.012,91.642,30,27.172,365,473.291,105.207,202,1416,3631,5700,49.806,0.995,70.218,77.64995309,79.18993755,69.13003906,1321.81,2069,2215,1214
21,wet,1272.842125,H2O,44.92,0.215,22,715.357,0.8813,19.722,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997,34.823,365,479.286,106.272,313,1510,3663,5722,50.46,1.011,71.536,77.86995087,79.50993432,70.07002958,1431.57,2059,2153,1197
22,wet,1267.846723,H2O,44.84,0.217,24,703.95,0.84799,14.71,15.055,19.998,202.456,90,502.456,4049.123,5061.404,5.063,93.113,30.004,30.776,365,472.217,106.328,224,1404,3645,5723,50.431,1.011,70.395,77.87995077,79.32993613,69.01004027,1316.5,2078,2241,1180
