No_Die,Datetime,Lot_Num,Wafer_Num,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp
NOLSM4701811,06-03-2019 ?? 9:04:30,18,11,2,Implantation,1.32E+16,1.16E+17,3.92E+17,3.02E+17,6.00E+17,32201.779,0.01,103.387,913,155
NOLSM4711812,06-03-2019 ?? 9:04:30,18,12,1,Implantation,1.67E+16,1.42E+17,2.54E+17,2.98E+17,6.00E+17,32300.362,0.01,104.024,916,156
NOLSM4721813,06-03-2019 ?? 9:04:30,18,13,1,Implantation,3.08E+15,3.12E+14,1.42E+17,2.99E+17,6.00E+17,32299.266,0.01,104.129,917,156
NOLSM4731814,06-03-2019 ?? 9:04:30,18,14,2,Implantation,1.38E+16,1.01E+17,6.49E+17,3.00E+17,6.00E+17,32300.914,0.01,104.045,917,156
NOLSM4741815,06-03-2019 ?? 9:04:30,18,15,3,Implantation,1.44E+16,2.56E+15,8.63E+17,3.00E+17,6.00E+17,32300.515,0.01,104.019,922,156
NOLSM4751816,06-03-2019 ?? 9:04:30,18,16,3,Implantation,7.95E+15,7.70E+16,2.00E+17,3.00E+17,6.00E+17,32297.604,0.01,104.702,917,157
NOLSM4761817,06-03-2019 ?? 9:04:30,18,17,1,Implantation,9.66E+15,4.18E+16,2.67E+17,3.00E+17,6.00E+17,32299.646,0.01,104.065,917,156
NOLSM4771818,06-03-2019 ?? 9:04:30,18,18,1,Implantation,1.47E+16,1.38E+17,1.71E+16,2.99E+17,6.00E+17,32300.541,0.01,103.766,917,156
NOLSM4781819,06-03-2019 ?? 9:04:30,18,19,2,Implantation,1.55E+16,1.55E+17,7.15E+17,3.00E+17,6.00E+17,32300.313,0.01,104.08,917,156
NOLSM4791820,06-03-2019 ?? 9:04:30,18,20,3,Implantation,2.04E+16,1.50E+16,5.69E+15,2.99E+17,6.00E+17,32300.421,0.01,104.248,920,156
NOLSM4801821,06-03-2019 ?? 9:04:30,18,21,3,Implantation,1.44E+16,4.11E+16,6.94E+16,3.02E+17,6.00E+17,32300.241,0.01,104.656,919,157
NOLSM4811822,06-03-2019 ?? 9:04:30,18,22,2,Implantation,5.98E+15,3.03E+16,2.08E+17,2.98E+17,6.00E+17,32296.539,0.01,104.819,925,157
NOLSM4821823,06-03-2019 ?? 9:04:30,18,23,1,Implantation,8.13E+15,4.31E+16,4.73E+17,2.99E+17,6.00E+17,32197.085,0.01,105.348,915,158
NOLSM4831824,06-03-2019 ?? 9:04:30,18,24,1,Implantation,1.24E+16,2.18E+16,1.80E+17,2.99E+17,6.00E+17,32197.037,0.01,104.369,920,157
NOLSM4841825,06-03-2019 ?? 9:04:30,18,25,2,Implantation,8.21E+15,1.68E+16,2.47E+17,3.00E+17,6.00E+17,32199.163,0.01,104.691,917,157
NOLSM4851826,06-03-2019 ?? 9:04:30,18,26,3,Implantation,1.31E+16,6.89E+16,1.78E+17,3.01E+17,6.00E+17,32201.077,0.01,104.76,918,157
NOLSM4861827,06-03-2019 ?? 9:04:30,18,27,3,Implantation,2.90E+15,2.77E+16,1.33E+17,3.00E+17,6.00E+17,32200.053,0.01,104.734,920,157
NOLSM487191,07-03-2019 ?? 9:04:30,19,1,2,Implantation,1.43E+16,1.14E+17,7.16E+17,3.00E+17,6.00E+17,32198.19,0.01,105.23,919,158
NOLSM488192,07-03-2019 ?? 9:04:30,19,2,1,Implantation,1.46E+16,3.05E+16,6.52E+14,3.01E+17,6.00E+17,32199.503,0.01,105.251,924,158
NOLSM489193,07-03-2019 ?? 9:04:30,19,3,1,Implantation,1.11E+16,6.38E+16,5.78E+17,3.00E+17,6.00E+17,32200.371,0.01,105.42,929,158
NOLSM490194,07-03-2019 ?? 9:04:30,19,4,2,Implantation,9.87E+15,3.52E+15,5.92E+17,2.98E+17,6.00E+17,32202.607,0.01,105.815,929,159
NOLSM491195,07-03-2019 ?? 9:04:30,19,5,3,Implantation,1.98E+16,1.17E+17,5.28E+16,2.99E+17,6.00E+17,32201.147,0.01,105.922,921,159
NOLSM492196,07-03-2019 ?? 9:04:30,19,6,3,Implantation,1.85E+16,6.67E+16,1.11E+18,3.00E+17,6.00E+17,32200.629,0.01,104.247,917,156
NOLSM493197,07-03-2019 ?? 9:04:30,19,7,2,Implantation,1.18E+16,1.06E+17,3.21E+15,3.00E+17,6.00E+17,32201.877,0.01,103.995,911,156
NOLSM494198,07-03-2019 ?? 9:04:30,19,8,1,Implantation,1.01E+16,8.22E+14,6.04E+16,3.01E+17,6.00E+17,32199.828,0.01,103.871,913,156
NOLSM495199,07-03-2019 ?? 9:04:30,19,9,1,Implantation,9.20E+15,5.37E+13,1.38E+17,3.00E+17,6.00E+17,32202.069,0.01,103.928,914,156
NOLSM4961910,07-03-2019 ?? 9:04:30,19,10,2,Implantation,2.14E+16,4.12E+16,3.61E+17,2.99E+17,6.00E+17,32200.463,0.01,104.322,910,156
NOLSM4971911,07-03-2019 ?? 9:04:30,19,11,3,Implantation,8.76E+15,8.53E+16,4.28E+17,2.99E+17,6.00E+17,32201.824,0.01,103.807,908,156
NOLSM4981912,07-03-2019 ?? 9:04:30,19,12,3,Implantation,1.16E+16,1.00E+17,3.54E+17,3.01E+17,6.00E+17,32198.962,0.01,103.525,915,155
NOLSM4991913,07-03-2019 ?? 9:04:30,19,13,2,Implantation,2.11E+16,3.97E+15,6.12E+15,2.99E+17,6.00E+17,32203.539,0.01,104.83,916,157
NOLSM5001914,07-03-2019 ?? 9:04:30,19,14,1,Implantation,1.92E+16,5.97E+15,1.15E+18,3.01E+17,6.00E+17,32200.183,0.01,104.759,911,157
NOLSM5011915,07-03-2019 ?? 9:04:30,19,15,1,Implantation,1.52E+16,3.96E+16,2.29E+17,2.99E+17,6.00E+17,32195.713,0.01,103.775,919,156
NOLSM5021916,07-03-2019 ?? 9:04:30,19,16,2,Implantation,5.71E+15,2.78E+16,3.42E+17,2.99E+17,6.00E+17,32200.514,0.01,105.075,920,158
NOLSM5031917,07-03-2019 ?? 9:04:30,19,17,3,Implantation,1.10E+16,9.20E+16,6.33E+17,3.01E+17,6.00E+17,32201.656,0.01,105.21,920,158
NOLSM5041918,07-03-2019 ?? 9:04:30,19,18,3,Implantation,1.07E+16,9.36E+16,3.59E+17,3.00E+17,6.00E+17,32199.318,0.01,104.965,915,157
NOLSM5051919,07-03-2019 ?? 9:04:30,19,19,2,Implantation,4.91E+15,3.96E+16,9.83E+16,3.01E+17,6.00E+17,32302.153,0.01,102.335,916,154
NOLSM5061920,07-03-2019 ?? 9:04:30,19,20,1,Implantation,1.47E+16,5.30E+16,9.01E+14,3.01E+17,6.00E+17,32298.512,0.01,102.651,920,154
NOLSM5071921,07-03-2019 ?? 9:04:30,19,21,1,Implantation,1.01E+16,1.39E+16,8.29E+16,3.01E+17,6.00E+17,32298.272,0.01,103.731,928,156
NOLSM5081922,07-03-2019 ?? 9:04:30,19,22,2,Implantation,3.48E+15,1.56E+16,1.97E+17,3.00E+17,6.00E+17,32302.224,0.01,103.843,913,156
NOLSM5091923,07-03-2019 ?? 9:04:30,19,23,3,Implantation,2.03E+16,7.67E+16,1.03E+18,3.00E+17,6.00E+17,32300.691,0.01,102.818,918,154
NOLSM5101924,07-03-2019 ?? 9:04:30,19,24,2,Implantation,2.02E+16,2.02E+17,5.76E+17,3.00E+17,6.00E+17,32299.17,0.01,103.007,920,155
NOLSM5111925,07-03-2019 ?? 9:04:30,19,25,1,Implantation,1.23E+16,8.02E+16,8.92E+16,2.99E+17,6.00E+17,32299.206,0.01,103.562,924,155
NOLSM5121926,07-03-2019 ?? 9:04:30,19,26,1,Implantation,2.14E+16,1.67E+17,1.21E+18,3.00E+17,6.00E+17,32302.035,0.01,103.077,913,155
NOLSM5131927,07-03-2019 ?? 9:04:30,19,27,2,Implantation,8.62E+15,8.17E+15,4.53E+17,3.00E+17,6.00E+17,32299.62,0.01,102.519,910,154
NOLSM514201,08-03-2019 ?? 9:04:30,20,1,3,Implantation,1.85E+16,6.32E+16,4.41E+13,3.00E+17,6.00E+17,32301.028,0.01,102.218,907,153
NOLSM515202,08-03-2019 ?? 9:04:30,20,2,3,Implantation,2.14E+16,1.91E+17,8.69E+17,3.00E+17,6.00E+17,32301.566,0.01,102.284,912,153
NOLSM516203,08-03-2019 ?? 9:04:30,20,3,2,Implantation,2.81E+15,1.87E+16,6.39E+16,3.00E+17,6.00E+17,32299.398,0.01,103.155,907,155
NOLSM517204,08-03-2019 ?? 9:04:30,20,4,1,Implantation,7.68E+15,7.68E+16,1.62E+15,2.98E+17,6.00E+17,32297.597,0.01,102.491,923,154
NOLSM518205,08-03-2019 ?? 9:04:30,20,5,1,Implantation,1.35E+16,1.47E+16,43946927937,3.01E+17,6.00E+17,32298.998,0.01,104.3,919,156
NOLSM519206,08-03-2019 ?? 9:04:30,20,6,2,Implantation,1.04E+16,1.67E+16,3.09E+17,3.00E+17,6.00E+17,32298.324,0.01,103.594,919,155
NOLSM520207,08-03-2019 ?? 9:04:30,20,7,3,Implantation,4.51E+15,2.93E+14,2.29E+12,2.99E+17,6.00E+17,32301.632,0.01,103.396,917,155
NOLSM521208,08-03-2019 ?? 9:04:30,20,8,2,Implantation,6.35E+15,3.42E+16,3.37E+17,2.98E+17,6.00E+17,32300.207,0.01,103.917,921,156
NOLSM522209,08-03-2019 ?? 9:04:30,20,9,1,Implantation,5.82E+15,4.18E+16,3.27E+17,3.01E+17,6.00E+17,32296.267,0.01,104.578,920,157
NOLSM5232010,08-03-2019 ?? 9:04:30,20,10,1,Implantation,3.92E+15,3.06E+15,6.15E+14,2.99E+17,6.00E+17,32299.096,0.01,103.946,926,156
NOLSM5242011,08-03-2019 ?? 9:04:30,20,11,2,Implantation,1.32E+16,6.51E+16,6.63E+17,2.99E+17,6.00E+17,32301.184,0.01,104.294,926,156
NOLSM5252012,08-03-2019 ?? 9:04:30,20,12,3,Implantation,8.59E+15,7.03E+14,3.47E+12,3.00E+17,6.00E+17,32299.768,0.01,103.934,917,156
NOLSM5262013,08-03-2019 ?? 9:04:30,20,13,3,Implantation,9.40E+15,2.13E+16,5.53E+17,3.01E+17,6.00E+17,32299.45,0.01,103.629,923,155
NOLSM5272014,08-03-2019 ?? 9:04:30,20,14,2,Implantation,9.46E+15,7.49E+16,5.67E+17,3.00E+17,6.00E+17,32300.321,0.01,103.98,925,156
NOLSM5282015,08-03-2019 ?? 9:04:30,20,15,1,Implantation,1.68E+16,1.67E+17,9.99E+17,3.02E+17,6.00E+17,32298.304,0.01,104.293,928,156
NOLSM5292016,08-03-2019 ?? 9:04:30,20,16,1,Implantation,8.59E+15,1.98E+16,4.29E+16,2.99E+17,6.00E+17,32298.664,0.01,104.627,928,157
NOLSM5302017,08-03-2019 ?? 9:04:30,20,17,2,Implantation,1.54E+16,5.11E+16,1.43E+16,2.99E+17,6.00E+17,32298.65,0.01,104.337,927,157
NOLSM5312018,08-03-2019 ?? 9:04:30,20,18,3,Implantation,5.08E+15,5.32E+15,7.89E+16,2.97E+17,6.00E+17,32299.38,0.01,104.284,927,156
NOLSM5322019,08-03-2019 ?? 9:04:30,20,19,3,Implantation,1.63E+16,1.35E+13,2.80E+15,2.99E+17,6.00E+17,32296.996,0.01,104.359,926,157
NOLSM5332020,08-03-2019 ?? 9:04:30,20,20,2,Implantation,1.23E+16,1.06E+17,7.11E+17,3.00E+17,6.00E+17,32300.456,0.01,104.261,925,156
NOLSM5342021,08-03-2019 ?? 9:04:30,20,21,1,Implantation,1.68E+16,1.60E+17,8.38E+17,3.00E+17,6.00E+17,32302.568,0.01,104.247,929,156
NOLSM5352022,08-03-2019 ?? 9:04:30,20,22,1,Implantation,1.80E+16,1.49E+17,6.07E+17,3.00E+17,6.00E+17,32302.655,0.01,104.49,925,157
NOLSM5362023,08-03-2019 ?? 9:04:30,20,23,2,Implantation,2.18E+16,1.45E+16,4.03E+13,2.98E+17,6.00E+17,32300.28,0.01,104.234,926,156
NOLSM5372024,08-03-2019 ?? 9:04:30,20,24,3,Implantation,1.25E+16,1.58E+14,131373194.6,2.99E+17,6.00E+17,32298.299,0.01,104.196,922,156
NOLSM5382025,08-03-2019 ?? 9:04:30,20,25,2,Implantation,1.46E+16,2.46E+16,5.51E+14,3.01E+17,6.00E+17,32299.462,0.01,103.987,926,156
NOLSM5392026,08-03-2019 ?? 9:04:30,20,26,1,Implantation,6.43E+15,6.43E+16,2.93E+17,3.00E+17,6.00E+17,32299.684,0.01,104.527,931,157
NOLSM5402027,08-03-2019 ?? 9:04:30,20,27,1,Implantation,1.70E+16,4.15E+16,9.20E+15,3.00E+17,6.00E+17,32302.118,0.01,104.586,929,157
NOLSM541211,17-02-2019 ?? 9:04:30,21,1,2,Implantation,1.96E+16,1.65E+17,2.11E+17,3.00E+17,6.00E+17,32302.213,0.01,104.667,934,157
NOLSM542212,17-02-2019 ?? 9:04:30,21,2,3,Implantation,1.31E+16,1.30E+17,6.30E+17,3.01E+17,6.00E+17,32301.804,0.01,105.498,933,158
NOLSM543213,17-02-2019 ?? 9:04:30,21,3,3,Implantation,2.13E+16,1.54E+17,1.02E+12,3.01E+17,6.00E+17,32300.133,0.01,104.943,931,157
NOLSM544214,17-02-2019 ?? 9:04:30,21,4,2,Implantation,1.35E+16,1.07E+17,1.03E+16,2.99E+17,6.00E+17,32300.191,0.01,105.104,928,158
NOLSM545215,17-02-2019 ?? 9:04:30,21,5,1,Implantation,5.85E+15,3.49E+16,2.28E+16,2.98E+17,6.00E+17,32299.577,0.01,105.413,938,158
NOLSM546216,17-02-2019 ?? 9:04:30,21,6,1,Implantation,1.85E+16,2.20E+15,27458226884,3.02E+17,6.00E+17,32299.568,0.01,106.433,938,160
NOLSM547217,17-02-2019 ?? 9:04:30,21,7,2,Implantation,1.56E+16,4.39E+13,1.09E+14,3.01E+17,6.00E+17,32299.833,0.01,106.404,932,160
NOLSM548218,17-02-2019 ?? 9:04:30,21,8,3,Implantation,1.68E+16,1.43E+16,9.81E+13,3.01E+17,6.00E+17,32300.763,0.01,105.575,937,158
NOLSM549219,17-02-2019 ?? 9:04:30,21,9,3,Implantation,1.43E+16,1.07E+17,5.71E+17,2.99E+17,6.00E+17,32302.167,0.01,105.563,922,158
NOLSM5502110,17-02-2019 ?? 9:04:30,21,10,2,Implantation,1.68E+16,1.64E+17,7.77E+17,3.00E+17,6.00E+17,32302.291,0.01,104.263,929,156
NOLSM5512111,17-02-2019 ?? 9:04:30,21,11,1,Implantation,1.46E+16,2.27E+15,5.92E+16,3.00E+17,6.00E+17,32297.831,0.01,104.728,927,157
NOLSM5522112,17-02-2019 ?? 9:04:30,21,12,1,Implantation,1.43E+16,1.12E+17,5.20E+17,2.99E+17,6.00E+17,32301.493,0.01,104.633,924,157
NOLSM5532113,17-02-2019 ?? 9:04:30,21,13,3,Implantation,1.03E+16,1.03E+17,5.83E+17,3.00E+17,6.00E+17,32300.641,0.01,104.301,923,156
NOLSM5542114,17-02-2019 ?? 9:04:30,21,14,3,Implantation,1.78E+16,1.35E+17,3.21E+16,3.00E+17,6.00E+17,32301.962,0.01,104.592,924,157
NOLSM5552115,17-02-2019 ?? 9:04:30,21,15,2,Implantation,4.87E+15,1.45E+16,2.92E+17,3.02E+17,6.00E+17,32296.959,0.01,104.787,923,157
NOLSM5562116,17-02-2019 ?? 9:04:30,21,16,1,Implantation,1.17E+16,1.16E+17,9.43E+16,3.02E+17,6.00E+17,32299.553,0.01,104.375,929,157
NOLSM5572117,17-02-2019 ?? 9:04:30,21,17,1,Implantation,7.56E+15,2.93E+16,8.94E+14,2.99E+17,6.00E+17,32300,0.01,104.659,918,157
NOLSM5582118,17-02-2019 ?? 9:04:30,21,18,2,Implantation,1.54E+16,1.36E+17,1.89E+17,3.00E+17,6.00E+17,32299.332,0.01,103.766,921,156
NOLSM5592119,17-02-2019 ?? 9:04:30,21,19,3,Implantation,5.27E+15,4.07E+16,1.09E+17,3.00E+17,6.00E+17,32302.041,0.01,104.078,921,156
NOLSM5602120,17-02-2019 ?? 9:04:30,21,20,2,Implantation,6.88E+15,5.42E+16,6.58E+16,3.00E+17,6.00E+17,32305.414,0.01,103.699,921,156
NOLSM5612121,17-02-2019 ?? 9:04:30,21,21,1,Implantation,1.62E+16,1.40E+17,2.96E+16,2.99E+17,6.00E+17,32299.686,0.01,103.919,920,156
NOLSM5622122,17-02-2019 ?? 9:04:30,21,22,1,Implantation,7.51E+15,5.46E+16,1.32E+17,2.99E+17,6.00E+17,32300.601,0.01,103.634,916,155
NOLSM5632123,17-02-2019 ?? 9:04:30,21,23,2,Implantation,5.25E+15,2.15E+15,2.27E+12,3.00E+17,6.00E+17,32299.226,0.01,103.488,919,155
NOLSM5642124,17-02-2019 ?? 9:04:30,21,24,3,Implantation,1.75E+16,1.55E+17,1.04E+18,3.01E+17,6.00E+17,32298.267,0.01,103.604,918,155
NOLSM5652125,17-02-2019 ?? 9:04:30,21,25,3,Implantation,9.73E+15,5.09E+14,6.02E+15,3.00E+17,6.00E+17,32299.142,0.01,103.249,920,155
NOLSM5662126,17-02-2019 ?? 9:04:30,21,26,2,Implantation,2.07E+16,1.22E+17,4.11E+17,3.00E+17,6.00E+17,32301.724,0.01,103.595,918,155
NOLSM5672127,17-02-2019 ?? 9:04:30,21,27,1,Implantation,1.08E+16,1.53E+16,6.89E+15,3.01E+17,6.00E+17,32202.644,0.01,103.192,924,155
NOLSM568221,18-02-2019 ?? 9:04:30,22,1,1,Implantation,4.05E+15,3.16E+16,9.62E+16,3.00E+17,6.00E+17,32198.012,0.01,103.689,919,156
NOLSM569222,18-02-2019 ?? 9:04:30,22,2,2,Implantation,1.44E+16,2.24E+16,6.58E+17,3.00E+17,6.00E+17,32300.163,0.01,103.658,921,155
NOLSM570223,18-02-2019 ?? 9:04:30,22,3,3,Implantation,1.21E+16,1.06E+17,6.48E+17,2.99E+17,6.00E+17,32297.58,0.01,103.738,923,156
NOLSM571224,18-02-2019 ?? 9:04:30,22,4,3,Implantation,2.18E+16,4.79E+15,5.61E+14,3.01E+17,6.00E+17,32297.14,0.01,103.626,927,155
NOLSM572225,18-02-2019 ?? 9:04:30,22,5,2,Implantation,1.34E+16,1.10E+17,3.01E+17,3.00E+17,6.00E+17,32300.024,0.01,103.918,925,156
NOLSM573226,18-02-2019 ?? 9:04:30,22,6,1,Implantation,4.66E+15,9.73E+14,11180016284,3.01E+17,6.00E+17,32199.199,0.01,103.953,925,156
NOLSM574227,18-02-2019 ?? 9:04:30,22,7,1,Implantation,1.10E+16,6.66E+16,5.20E+17,3.00E+17,6.00E+17,32300.098,0.01,103.46,920,155
NOLSM575228,18-02-2019 ?? 9:04:30,22,8,2,Implantation,6.30E+15,4.31E+16,9.92E+16,3.00E+17,6.00E+17,32299.356,0.01,103.489,925,155
NOLSM576229,18-02-2019 ?? 9:04:30,22,9,3,Implantation,8.11E+15,1.61E+16,3.28E+14,2.99E+17,6.00E+17,32300.822,0.01,103.375,920,155
NOLSM5772210,18-02-2019 ?? 9:04:30,22,10,3,Implantation,1.40E+16,1.02E+17,3.07E+17,3.02E+17,6.00E+17,32297.222,0.01,103.153,920,155
NOLSM5782211,18-02-2019 ?? 9:04:30,22,11,2,Implantation,9.23E+15,3.58E+14,4.45E+15,3.01E+17,6.00E+17,32300.66,0.01,103.914,930,156
NOLSM5792212,18-02-2019 ?? 9:04:30,22,12,1,Implantation,8.78E+15,2.11E+16,2.77E+17,3.00E+17,6.00E+17,32301.818,0.01,103.622,924,155
NOLSM5802213,18-02-2019 ?? 9:04:30,22,13,1,Implantation,2.13E+16,8.91E+16,1.12E+18,3.00E+17,6.00E+17,32295.402,0.01,103.139,917,155
NOLSM5812214,18-02-2019 ?? 9:04:30,22,14,2,Implantation,1.71E+16,1.65E+17,1.19E+17,3.00E+17,6.00E+17,32299.416,0.01,103.163,917,155
NOLSM5822215,18-02-2019 ?? 9:04:30,22,15,3,Implantation,1.93E+16,1.85E+17,6.74E+17,2.99E+17,6.00E+17,32301.766,0.01,102.853,918,154
NOLSM5832216,18-02-2019 ?? 9:04:30,22,16,3,Implantation,8.67E+15,2.41E+15,1.05E+15,2.98E+17,6.00E+17,32501.321,0.01,104.402,927,157
NOLSM5842217,18-02-2019 ?? 9:04:30,22,17,2,Implantation,7.58E+15,7.07E+16,1.94E+17,3.01E+17,6.00E+17,32501.935,0.01,104,927,156
NOLSM5852218,18-02-2019 ?? 9:04:30,22,18,1,Implantation,9.88E+15,5.59E+16,5.93E+17,2.99E+17,6.00E+17,32498.654,0.01,103.49,927,155
NOLSM5862219,18-02-2019 ?? 9:04:30,22,19,1,Implantation,9.50E+15,6.42E+16,3.64E+17,3.01E+17,6.00E+17,32500.345,0.01,103.177,926,155
NOLSM5872220,18-02-2019 ?? 9:04:30,22,20,2,Implantation,9.80E+15,8.06E+16,1.27E+16,3.00E+17,6.00E+17,32497.667,0.01,103.741,926,156
NOLSM5882221,18-02-2019 ?? 9:04:30,22,21,3,Implantation,2.08E+16,2.00E+17,1.25E+18,3.01E+17,6.00E+17,32501.596,0.01,103.599,926,155
NOLSM5892222,18-02-2019 ?? 9:04:30,22,22,2,Implantation,1.97E+16,8.13E+16,1.19E+13,3.01E+17,6.00E+17,32501.542,0.01,103.118,925,155
NOLSM5902223,18-02-2019 ?? 9:04:30,22,23,1,Implantation,1.42E+16,1.18E+17,8.50E+17,3.00E+17,6.00E+17,32500.363,0.01,103.119,926,155
NOLSM5912224,18-02-2019 ?? 9:04:30,22,24,1,Implantation,1.63E+16,1.39E+17,9.07E+17,3.00E+17,6.00E+17,32501.471,0.01,102.863,929,154
NOLSM5922225,18-02-2019 ?? 9:04:30,22,25,2,Implantation,2.69E+15,4.59E+12,1.40E+15,3.01E+17,6.00E+17,32501.237,0.01,103.318,929,155
NOLSM5932226,18-02-2019 ?? 9:04:30,22,26,3,Implantation,2.03E+16,1.45E+17,7.19E+17,3.00E+17,6.00E+17,32498.772,0.01,102.939,925,154
NOLSM5942227,18-02-2019 ?? 9:04:30,22,27,3,Implantation,1.82E+16,1.82E+17,3.22E+17,3.01E+17,6.00E+17,32501.18,0.01,103.054,924,155
NOLSM595231,19-02-2019 ?? 9:04:30,23,1,2,Implantation,3.02E+15,2.16E+16,1.62E+17,2.99E+17,6.00E+17,32502.334,0.01,103.208,924,155
NOLSM596232,19-02-2019 ?? 9:04:30,23,2,1,Implantation,1.71E+16,1.55E+17,6.19E+16,3.01E+17,6.00E+17,32499.477,0.01,103.382,924,155
NOLSM597233,19-02-2019 ?? 9:04:30,23,3,1,Implantation,2.11E+16,6.52E+14,1.13E+18,3.00E+17,6.00E+17,32497.298,0.01,103.387,924,155
NOLSM598234,19-02-2019 ?? 9:04:30,23,4,2,Implantation,1.76E+16,1.72E+17,3.91E+17,3.01E+17,6.00E+17,32499.26,0.01,103.677,924,156
NOLSM599235,19-02-2019 ?? 9:04:30,23,5,3,Implantation,1.32E+16,1.31E+14,3.25E+17,3.01E+17,6.00E+17,32498.961,0.01,103.541,924,155
NOLSM600236,19-02-2019 ?? 9:04:30,23,6,3,Implantation,4.88E+15,5.35E+14,2.42E+17,3.01E+17,6.00E+17,32499.787,0.01,103.716,924,156
NOLSM601237,19-02-2019 ?? 9:04:30,23,7,2,Implantation,7.67E+15,5.64E+15,2.74E+17,3.00E+17,6.00E+17,32501.831,0.01,103.694,924,156
NOLSM602238,19-02-2019 ?? 9:04:30,23,8,1,Implantation,1.43E+16,1.15E+17,8.54E+17,3.01E+17,6.00E+17,32497.031,0.01,104.163,927,156
NOLSM603239,19-02-2019 ?? 9:04:30,23,9,1,Implantation,1.74E+16,1.17E+15,8.20E+16,2.99E+17,6.00E+17,32503.265,0.01,105.862,932,159
NOLSM6042310,19-02-2019 ?? 9:04:30,23,10,2,Implantation,1.79E+16,1.79E+16,9.74E+17,2.99E+17,6.00E+17,32498.409,0.01,105.892,932,159
NOLSM6052311,19-02-2019 ?? 9:04:30,23,11,3,Implantation,1.39E+16,7.44E+16,3.50E+17,3.00E+17,6.00E+17,32500.055,0.01,105.938,927,159
NOLSM6062312,19-02-2019 ?? 9:04:30,23,12,3,Implantation,1.63E+16,1.25E+16,9.15E+14,3.01E+17,6.00E+17,32498.838,0.01,105.821,915,159
NOLSM6072313,19-02-2019 ?? 9:04:30,23,13,2,Implantation,5.49E+15,4.57E+12,7.82E+12,2.99E+17,6.00E+17,32499.975,0.01,105.747,915,159
NOLSM6082314,19-02-2019 ?? 9:04:30,23,14,1,Implantation,1.58E+16,1.56E+17,8.55E+17,3.00E+17,6.00E+17,32494.512,0.01,105.594,916,158
NOLSM6092315,19-02-2019 ?? 9:04:30,23,15,1,Implantation,1.31E+16,8.52E+13,7.13E+12,3.00E+17,6.00E+17,32501.652,0.01,105.389,915,158
NOLSM6102316,19-02-2019 ?? 9:04:30,23,16,2,Implantation,1.02E+16,3.38E+16,1.57E+17,3.00E+17,6.00E+17,32500.528,0.01,104.736,914,157
NOLSM6112317,19-02-2019 ?? 9:04:30,23,17,3,Implantation,1.55E+16,6.97E+16,1.91E+16,3.00E+17,6.00E+17,32496.56,0.01,104.788,911,157
NOLSM6122318,19-02-2019 ?? 9:04:30,23,18,2,Implantation,5.19E+15,9.55E+15,9.60E+15,3.00E+17,6.00E+17,32502.771,0.01,104.833,910,157
NOLSM6132319,19-02-2019 ?? 9:04:30,23,19,1,Implantation,1.60E+16,1.39E+17,2.80E+17,3.00E+17,6.00E+17,32498.839,0.01,104.711,909,157
NOLSM6142320,19-02-2019 ?? 9:04:30,23,20,1,Implantation,2.36E+15,2.31E+16,4.25E+16,3.01E+17,6.00E+17,32502.896,0.01,104.683,909,157
NOLSM6152321,19-02-2019 ?? 9:04:30,23,21,2,Implantation,1.65E+16,5.78E+16,4.74E+17,3.01E+17,6.00E+17,32495.958,0.01,104.625,909,157
NOLSM6162322,19-02-2019 ?? 9:04:30,23,22,3,Implantation,1.51E+16,1.18E+17,2.29E+17,3.00E+17,6.00E+17,32298.677,0.01,104.688,911,157
NOLSM6172323,19-02-2019 ?? 9:04:30,23,23,3,Implantation,1.71E+16,7.19E+16,1.27E+17,3.01E+17,6.00E+17,32299.497,0.01,105.127,913,158
NOLSM6182324,19-02-2019 ?? 9:04:30,23,24,2,Implantation,7.25E+15,6.24E+16,1.58E+17,3.01E+17,6.00E+17,32302.108,0.01,105.179,917,158
NOLSM6192325,19-02-2019 ?? 9:04:30,23,25,1,Implantation,4.54E+15,2.17E+16,1.42E+16,3.01E+17,6.00E+17,32300.693,0.01,105.296,917,158
NOLSM6202326,19-02-2019 ?? 9:04:30,23,26,1,Implantation,4.53E+15,5.58E+15,9.75E+16,3.03E+17,6.00E+17,32301.248,0.01,105.564,916,158
NOLSM6212327,19-02-2019 ?? 9:04:30,23,27,2,Implantation,5.90E+15,4.67E+15,7.69E+15,3.01E+17,6.00E+17,32305.226,0.01,105.439,916,158
NOLSM622241,20-02-2019 ?? 9:04:30,24,1,3,Implantation,1.48E+16,3.70E+16,2.50E+14,3.01E+17,6.00E+17,32298.709,0.01,105.43,915,158
NOLSM623242,20-02-2019 ?? 9:04:30,24,2,3,Implantation,1.54E+16,5.57E+15,7.82E+17,2.99E+17,6.00E+17,32297.701,0.01,104.247,911,156
NOLSM624243,20-02-2019 ?? 9:04:30,24,3,2,Implantation,8.28E+15,2.36E+16,2.74E+15,3.00E+17,6.00E+17,32299.957,0.01,104.436,910,157
NOLSM625244,20-02-2019 ?? 9:04:30,24,4,1,Implantation,5.33E+15,2.76E+16,2.90E+16,3.00E+17,6.00E+17,32298.502,0.01,104.309,910,156
