No_Die,Datetime,Lot_Num,Wafer_Num,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake
NOLSM488192,07-03-2019 ?? 9:04:30,19,2,3,Photo,0.80815,16.706,14.957,20.004,201.388,90,501.388,4027.76,5034.7,5.033,92.461,29.996
NOLSM489193,07-03-2019 ?? 9:04:30,19,3,1,Photo,0.81602,15.742,15.039,19.998,201.048,90,501.048,4020.959,5026.199,5.028,92.843,30.002
NOLSM490194,07-03-2019 ?? 9:04:30,19,4,1,Photo,0.67929,16.097,15.052,19.995,202.063,90,502.063,4041.264,5051.58,5.045,92.313,29.994
NOLSM491195,07-03-2019 ?? 9:04:30,19,5,1,Photo,0.89418,16.81,14.916,19.998,201.574,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011
NOLSM492196,07-03-2019 ?? 9:04:30,19,6,2,Photo,1.02064,16.806,14.863,19.999,200.921,90,500.921,4018.416,5023.02,4.998,91.667,30.005
NOLSM493197,07-03-2019 ?? 9:04:30,19,7,2,Photo,0.92089,17.095,14.914,20,200.286,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998
NOLSM494198,07-03-2019 ?? 9:04:30,19,8,2,Photo,0.84419,16.473,14.978,19.996,199.381,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003
NOLSM495199,07-03-2019 ?? 9:04:30,19,9,3,Photo,0.8699,17.239,14.966,19.995,199.125,90,499.125,3982.507,4978.133,4.99,91.532,30.006
NOLSM4961910,07-03-2019 ?? 9:04:30,19,10,3,Photo,0.79198,16.812,15.039,19.997,199.951,90,499.951,3999.023,4998.779,4.98,91.009,29.998
NOLSM4971911,07-03-2019 ?? 9:04:30,19,11,3,Photo,0.97443,16.467,14.944,20.003,198.914,90,498.914,3978.273,4972.841,4.971,90.769,29.995
NOLSM4981912,07-03-2019 ?? 9:04:30,19,12,1,Photo,1.23171,16.468,14.918,20.003,198.11,90,498.11,3962.196,4952.745,4.961,91.265,30.002
NOLSM4991913,07-03-2019 ?? 9:04:30,19,13,1,Photo,0.71339,17.202,15.109,20.006,200.097,90,500.097,4001.938,5002.422,4.999,91.5,29.996
NOLSM5001914,07-03-2019 ?? 9:04:30,19,14,1,Photo,1.04384,17.96,15.011,19.997,199.352,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002
NOLSM5011915,07-03-2019 ?? 9:04:30,19,15,2,Photo,0.97059,16.942,14.933,20,198.157,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002
NOLSM5021916,07-03-2019 ?? 9:04:30,19,16,2,Photo,0.84388,16.878,14.954,19.999,200.323,90,500.323,4006.461,5008.076,4.982,91.072,30.003
NOLSM5031917,07-03-2019 ?? 9:04:30,19,17,2,Photo,1.00622,15.955,15.007,20.003,199.256,90,499.256,3985.114,4981.392,4.984,90.916,30.004
NOLSM5041918,07-03-2019 ?? 9:04:30,19,18,3,Photo,1.05465,16.326,15.055,20.003,199.396,90,499.396,3987.912,4984.89,4.958,90.657,30.005
NOLSM5051919,07-03-2019 ?? 9:04:30,19,19,3,Photo,0.57505,16.868,15.11,20,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996
NOLSM5061920,07-03-2019 ?? 9:04:30,19,20,3,Photo,0.79649,17.421,15.069,20.001,203.441,90,503.441,4068.827,5086.034,5.103,93.683,29.994
NOLSM5071921,07-03-2019 ?? 9:04:30,19,21,1,Photo,0.81782,17.509,15.029,20.001,204.091,90,504.091,4081.827,5102.283,5.122,93.935,30.01
NOLSM5081922,07-03-2019 ?? 9:04:30,19,22,1,Photo,0.76717,16.877,14.896,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996
NOLSM5091923,07-03-2019 ?? 9:04:30,19,23,1,Photo,0.88754,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999
NOLSM5101924,07-03-2019 ?? 9:04:30,19,24,2,Photo,0.96266,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006
NOLSM5111925,07-03-2019 ?? 9:04:30,19,25,2,Photo,0.96179,17.103,14.937,20,204.448,90,504.448,4088.958,5111.198,5.122,93.574,29.997
NOLSM5121926,07-03-2019 ?? 9:04:30,19,26,3,Photo,1.11455,16.597,14.956,19.997,204.603,90,504.603,4092.063,5115.078,5.089,92.934,30.002
NOLSM5131927,07-03-2019 ?? 9:04:30,19,27,3,Photo,0.90259,16.756,14.922,19.995,202.727,90,502.727,4054.55,5068.187,5.071,92.755,30.005
NOLSM514201,08-03-2019 ?? 9:04:30,20,1,3,Photo,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998
NOLSM515202,08-03-2019 ?? 9:04:30,20,2,1,Photo,0.86882,15.891,15.017,20.001,201.798,90,501.798,4035.953,5044.941,5.052,92.819,30.004
NOLSM516203,08-03-2019 ?? 9:04:30,20,3,1,Photo,1.02722,16.954,14.899,19.997,203.082,90,503.082,4061.647,5077.059,5.078,92.306,29.995
NOLSM517204,08-03-2019 ?? 9:04:30,20,4,1,Photo,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997
NOLSM518205,08-03-2019 ?? 9:04:30,20,5,2,Photo,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005
NOLSM519206,08-03-2019 ?? 9:04:30,20,6,2,Photo,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002
NOLSM520207,08-03-2019 ?? 9:04:30,20,7,3,Photo,0.9912,17.019,14.931,20.005,203.729,90,503.729,4074.581,5093.226,5.065,92.822,30.009
NOLSM521208,08-03-2019 ?? 9:04:30,20,8,3,Photo,1.08232,16.593,14.963,20.001,203.311,90,503.311,4066.225,5082.781,5.088,93.28,29.999
NOLSM522209,08-03-2019 ?? 9:04:30,20,9,3,Photo,0.90366,16.864,14.986,19.997,203.885,90,503.885,4077.709,5097.137,5.118,92.893,29.995
NOLSM5232010,08-03-2019 ?? 9:04:30,20,10,1,Photo,1.07572,17.768,15.056,20.002,203.915,90,503.915,4078.307,5097.884,5.095,93.599,29.994
NOLSM5242011,08-03-2019 ?? 9:04:30,20,11,1,Photo,1.15825,16.266,15.075,19.995,204.393,90,504.393,4087.868,5109.835,5.118,93.526,30.011
NOLSM5252012,08-03-2019 ?? 9:04:30,20,12,1,Photo,0.91222,16.985,15.119,20.003,203.99,90,503.99,4079.809,5099.761,5.09,92.831,30
NOLSM5262013,08-03-2019 ?? 9:04:30,20,13,2,Photo,1.02492,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008
NOLSM5272014,08-03-2019 ?? 9:04:30,20,14,2,Photo,1.09122,16.053,15.03,19.999,204.02,90,504.02,4080.394,5100.492,5.096,93.504,30.008
NOLSM5282015,08-03-2019 ?? 9:04:30,20,15,2,Photo,0.94038,16.584,15,19.998,204.503,90,504.503,4090.053,5112.566,5.102,93.713,29.995
NOLSM5292016,08-03-2019 ?? 9:04:30,20,16,3,Photo,1.07401,17.535,15.027,20,205.225,90,505.225,4104.503,5130.629,5.126,93.573,30.017
NOLSM5302017,08-03-2019 ?? 9:04:30,20,17,3,Photo,0.92206,17.288,14.912,20.001,204.475,90,504.475,4089.491,5111.864,5.1,93.338,29.999
NOLSM5312018,08-03-2019 ?? 9:04:30,20,18,3,Photo,0.79623,17.265,15,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.001
NOLSM5322019,08-03-2019 ?? 9:04:30,20,19,1,Photo,1.05757,16.547,14.913,19.99,204.601,90,504.601,4092.02,5115.025,5.111,93.421,30.004
NOLSM5332020,08-03-2019 ?? 9:04:30,20,20,1,Photo,0.92897,16.544,15.001,19.999,203.783,90,503.783,4075.654,5094.568,5.093,93.335,29.997
NOLSM5342021,08-03-2019 ?? 9:04:30,20,21,1,Photo,0.83374,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002
NOLSM5352022,08-03-2019 ?? 9:04:30,20,22,2,Photo,0.79838,16.131,14.99,19.998,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996
NOLSM5362023,08-03-2019 ?? 9:04:30,20,23,2,Photo,0.98389,17.234,15.04,20.003,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008
NOLSM5372024,08-03-2019 ?? 9:04:30,20,24,2,Photo,0.87622,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992
NOLSM5382025,08-03-2019 ?? 9:04:30,20,25,3,Photo,0.90867,16.656,14.903,19.994,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993
NOLSM5392026,08-03-2019 ?? 9:04:30,20,26,3,Photo,0.71989,16.692,14.96,19.998,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005
NOLSM5402027,08-03-2019 ?? 9:04:30,20,27,1,Photo,0.96888,17.26,14.965,20.001,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997
NOLSM541211,17-02-2019 ?? 9:04:30,21,1,1,Photo,1.00154,16.862,14.931,19.998,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988
NOLSM542212,17-02-2019 ?? 9:04:30,21,2,1,Photo,0.93292,16.674,14.908,19.998,204.234,90,504.234,4084.68,5105.85,5.116,93.645,30.001
NOLSM543213,17-02-2019 ?? 9:04:30,21,3,2,Photo,0.99309,16.873,14.917,19.998,204.556,89.998,504.556,4091.123,5113.904,5.102,93.474,29.994
NOLSM544214,17-02-2019 ?? 9:04:30,21,4,2,Photo,1.0494,16.78,14.912,20.001,204.212,89.999,504.212,4084.234,5105.292,5.098,93.241,30
NOLSM545215,17-02-2019 ?? 9:04:30,21,5,2,Photo,0.93368,16.36,14.966,19.999,204.238,90.001,504.238,4084.761,5105.951,5.121,94.516,29.999
NOLSM546216,17-02-2019 ?? 9:04:30,21,6,3,Photo,0.51565,16.591,15.14,20.001,206.204,89.999,506.204,4124.072,5155.091,5.163,94.396,29.99
NOLSM547217,17-02-2019 ?? 9:04:30,21,7,3,Photo,0.49182,16.869,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996
NOLSM548218,17-02-2019 ?? 9:04:30,21,8,3,Photo,0.97399,17.701,15.056,20.001,205.604,90,505.604,4112.073,5140.092,5.132,94.389,30.001
NOLSM549219,17-02-2019 ?? 9:04:30,21,9,1,Photo,0.95345,15.958,15.076,19.997,206.116,90,506.116,4122.317,5152.896,5.115,93.043,30.007
NOLSM5502110,17-02-2019 ?? 9:04:30,21,10,1,Photo,1.02764,15.916,15.084,19.997,203.642,90,503.642,4072.835,5091.044,5.104,93.541,30
NOLSM5512111,17-02-2019 ?? 9:04:30,21,11,1,Photo,0.78214,16.247,15.101,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.317,30.001
NOLSM5522112,17-02-2019 ?? 9:04:30,21,12,2,Photo,1.05805,16.739,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997
NOLSM5532113,17-02-2019 ?? 9:04:30,21,13,2,Photo,0.64519,15.99,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991
NOLSM5542114,17-02-2019 ?? 9:04:30,21,14,3,Photo,0.97209,17.012,15.063,19.998,203.558,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005
NOLSM5552115,17-02-2019 ?? 9:04:30,21,15,3,Photo,0.96194,16.115,15.001,20,204.024,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001
NOLSM5562116,17-02-2019 ?? 9:04:30,21,16,3,Photo,0.62784,16.257,15.037,19.998,203.303,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995
NOLSM5572117,17-02-2019 ?? 9:04:30,21,17,1,Photo,0.98943,16.974,15.023,20.001,204.032,89.999,504.032,4080.631,5100.789,5.092,92.562,30.004
NOLSM5582118,17-02-2019 ?? 9:04:30,21,18,1,Photo,0.92361,16.545,14.966,19.998,202.483,90,502.483,4049.67,5062.087,5.057,92.632,30.005
NOLSM5592119,17-02-2019 ?? 9:04:30,21,19,1,Photo,0.49806,16.691,14.971,20.001,202.787,90,502.787,4055.738,5069.673,5.07,92.741,29.996
NOLSM5602120,17-02-2019 ?? 9:04:30,21,20,2,Photo,0.58744,16.145,15.028,20.001,202.29,89.999,502.29,4045.794,5057.243,5.058,92.721,30.004
NOLSM5612121,17-02-2019 ?? 9:04:30,21,21,2,Photo,0.89305,16.416,15.048,19.999,202.273,90.001,502.273,4045.461,5056.827,5.059,92.488,30.006
NOLSM5622122,17-02-2019 ?? 9:04:30,21,22,3,Photo,1.22993,16.007,14.993,19.998,201.875,90.001,501.875,4037.5,5046.876,5.048,92.217,30.002
NOLSM5632123,17-02-2019 ?? 9:04:30,21,23,3,Photo,0.5355,16.745,15.044,20.004,202.105,90,502.105,4042.1,5052.626,5.06,92.618,30.002
NOLSM5642124,17-02-2019 ?? 9:04:30,21,24,3,Photo,0.73244,16.452,14.994,20,202.625,90,502.625,4052.501,5065.626,5.059,92.545,30.005
NOLSM5652125,17-02-2019 ?? 9:04:30,21,25,1,Photo,1.04672,17.44,14.966,20.006,202.201,90.001,502.201,4044.028,5055.035,5.043,92.821,30
NOLSM5662126,17-02-2019 ?? 9:04:30,21,26,1,Photo,0.80707,16.962,15.041,19.997,202.941,89.999,502.941,4058.827,5073.534,5.057,92.55,30.003
NOLSM5672127,17-02-2019 ?? 9:04:30,21,27,1,Photo,0.87883,16.655,14.823,20.005,202.059,90,502.059,4041.184,5051.48,5.062,92.812,30.013
NOLSM568221,18-02-2019 ?? 9:04:30,22,1,2,Photo,1.04509,17.066,14.903,20,203.143,90.001,503.143,4062.853,5078.567,5.068,92.699,30.011
NOLSM569222,18-02-2019 ?? 9:04:30,22,2,2,Photo,0.69712,17.119,14.955,19.996,202.415,90,502.415,4048.301,5060.377,5.064,92.825,30.002
NOLSM570223,18-02-2019 ?? 9:04:30,22,3,2,Photo,0.51739,16.482,14.995,19.998,202.79,90,502.79,4055.794,5069.742,5.061,92.794,30.007
NOLSM571224,18-02-2019 ?? 9:04:30,22,4,3,Photo,1.11164,17.21,15.034,20.004,202.86,90,502.86,4057.205,5071.506,5.064,93.136,29.996
NOLSM572225,18-02-2019 ?? 9:04:30,22,5,3,Photo,1.0087,16.493,14.999,20,203.245,90,503.245,4064.904,5081.13,5.081,92.78,30.006
NOLSM573226,18-02-2019 ?? 9:04:30,22,6,3,Photo,0.37613,16.669,15.063,20.005,202.792,89.999,502.792,4055.848,5069.81,5.067,92.822,30.002
NOLSM574227,18-02-2019 ?? 9:04:30,22,7,1,Photo,0.91737,16.718,14.908,20.001,203.326,90,503.326,4066.523,5083.153,5.064,92.407,29.991
NOLSM575228,18-02-2019 ?? 9:04:30,22,8,1,Photo,1.09082,16.369,14.981,20.001,202.201,90.001,502.201,4044.026,5055.033,5.059,92.655,29.994
NOLSM576229,18-02-2019 ?? 9:04:30,22,9,1,Photo,0.44827,17.31,15.069,20.002,202.683,90,502.683,4053.656,5067.07,5.063,92.695,29.993
NOLSM5772210,18-02-2019 ?? 9:04:30,22,10,2,Photo,0.7803,16.395,15.082,20,202.436,90,502.436,4048.718,5060.898,5.056,92.595,30.001
NOLSM5782211,18-02-2019 ?? 9:04:30,22,11,2,Photo,0.84297,17.524,15.054,20.005,202.519,90.001,502.519,4050.373,5062.966,5.08,93.323,30.005
NOLSM5792212,18-02-2019 ?? 9:04:30,22,12,2,Photo,0.458,17.479,14.994,19.996,202.948,90,502.948,4058.96,5073.7,5.049,92.71,30
NOLSM5802213,18-02-2019 ?? 9:04:30,22,13,3,Photo,1.11384,16.519,15.045,19.996,203.021,90,503.021,4060.422,5075.528,5.056,92.108,30
NOLSM5812214,18-02-2019 ?? 9:04:30,22,14,3,Photo,0.53091,15.997,14.99,20.001,201.79,89.999,501.79,4035.8,5044.75,5.048,92.168,29.999
NOLSM5822215,18-02-2019 ?? 9:04:30,22,15,3,Photo,0.78894,16.718,14.958,20,201.558,90,501.558,4031.157,5038.946,5.045,92.375,29.998
NOLSM5832216,18-02-2019 ?? 9:04:30,22,16,1,Photo,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4005.493,5006.866,5.005,91.805,29.998
NOLSM5842217,18-02-2019 ?? 9:04:30,22,17,1,Photo,0.98002,15.557,15.026,19.999,200.973,90,500.973,4019.465,5024.332,5.02,92.061,30.001
NOLSM5852218,18-02-2019 ?? 9:04:30,22,18,1,Photo,0.91647,16.824,14.935,19.999,200.987,90,500.987,4019.746,5024.682,5.029,91.934,29.993
NOLSM5862219,18-02-2019 ?? 9:04:30,22,19,2,Photo,0.72466,16.836,14.903,19.999,201.109,90,501.109,4022.173,5027.717,5.029,92.302,30.003
NOLSM5872220,18-02-2019 ?? 9:04:30,22,20,2,Photo,0.55914,16.084,15.018,20.002,202.067,89.999,502.067,4041.338,5051.672,5.043,92.177,29.995
NOLSM5882221,18-02-2019 ?? 9:04:30,22,21,2,Photo,0.85239,16.37,15.048,20,201.533,89.999,501.533,4030.663,5038.329,5.043,92.095,30.006
NOLSM5892222,18-02-2019 ?? 9:04:30,22,22,3,Photo,1.27394,16.98,15.027,19.997,200.527,90.002,500.527,4010.544,5013.18,5.018,91.961,29.991
NOLSM5902223,18-02-2019 ?? 9:04:30,22,23,3,Photo,0.80149,16.792,14.969,19.999,201.328,90,501.328,4026.554,5033.192,5.032,91.564,29.999
NOLSM5912224,18-02-2019 ?? 9:04:30,22,24,1,Photo,0.7391,16.533,14.982,20.002,200.443,90,500.443,4008.869,5011.086,5.027,91.778,29.999
NOLSM5922225,18-02-2019 ?? 9:04:30,22,25,1,Photo,0.96055,17.432,14.899,19.995,200.742,89.999,500.742,4014.845,5018.557,5.016,91.78,30.011
NOLSM5932226,18-02-2019 ?? 9:04:30,22,26,1,Photo,0.78422,16.238,15.046,20.003,200.584,89.999,500.584,4011.687,5014.609,5.016,91.493,29.996
NOLSM5942227,18-02-2019 ?? 9:04:30,22,27,2,Photo,0.75975,16.871,14.999,20.001,199.737,90.001,499.737,3994.731,4993.413,4.996,91.238,29.997
NOLSM595231,19-02-2019 ?? 9:04:30,23,1,2,Photo,0.7648,16.684,14.99,20.003,199.895,90,499.895,3997.895,4997.369,5.01,91.725,29.998
NOLSM596232,19-02-2019 ?? 9:04:30,23,2,2,Photo,1.14131,16.305,15.027,20.001,200.505,89.998,500.505,4010.104,5012.631,5.014,91.817,30.002
NOLSM597233,19-02-2019 ?? 9:04:30,23,3,3,Photo,0.98279,16.59,14.922,19.995,200.62,90,500.62,4012.406,5015.508,5.017,91.762,30.002
NOLSM598234,19-02-2019 ?? 9:04:30,23,4,3,Photo,0.71962,16.45,14.858,20.003,200.699,90,500.699,4013.975,5017.469,5.013,91.646,29.991
NOLSM599235,19-02-2019 ?? 9:04:30,23,5,3,Photo,0.95206,16.749,14.914,19.994,200.694,90,500.694,4013.88,5017.35,5.024,91.859,29.993
NOLSM600236,19-02-2019 ?? 9:04:30,23,6,1,Photo,0.87819,17.027,15,19.995,200.96,90,500.96,4019.195,5023.993,5.02,91.882,29.992
NOLSM601237,19-02-2019 ?? 9:04:30,23,7,1,Photo,0.94265,17.293,15.016,20.004,201.022,90.001,501.022,4020.441,5025.551,5.031,92.053,29.996
NOLSM602238,19-02-2019 ?? 9:04:30,23,8,1,Photo,0.90669,16.73,14.9,20,201.345,90,501.345,4026.898,5033.623,5.038,92.623,30.004
NOLSM603239,19-02-2019 ?? 9:04:30,23,9,2,Photo,0.8428,17.137,14.976,20.003,204.618,90.001,504.618,4092.367,5115.459,5.12,93.838,30.001
NOLSM6042310,19-02-2019 ?? 9:04:30,23,10,2,Photo,0.94365,16.789,14.89,19.994,205.293,90,505.293,4105.862,5132.327,5.126,93.611,30.002
NOLSM6052311,19-02-2019 ?? 9:04:30,23,11,2,Photo,0.88077,16.003,15.097,19.998,205.181,90,505.181,4103.612,5129.515,5.129,93.819,29.995
NOLSM6062312,19-02-2019 ?? 9:04:30,23,12,3,Photo,1.01652,17.679,14.982,20.001,205.209,90,505.209,4104.19,5130.237,5.125,93.338,30.002
NOLSM6072313,19-02-2019 ?? 9:04:30,23,13,3,Photo,0.9262,17.457,15.071,20.005,204.56,90,504.56,4091.194,5113.992,5.135,93.752,30.008
NOLSM6082314,19-02-2019 ?? 9:04:30,23,14,3,Photo,0.9605,15.881,15.043,19.997,205.12,90,505.12,4102.407,5128.009,5.131,93.608,30.008
NOLSM6092315,19-02-2019 ?? 9:04:30,23,15,1,Photo,0.73711,17.368,14.975,20.004,205.125,90,505.125,4102.503,5128.129,5.13,93.05,29.995
NOLSM6102316,19-02-2019 ?? 9:04:30,23,16,1,Photo,1.05435,16.322,15.039,19.995,203.938,89.999,503.938,4078.756,5098.445,5.097,93.164,29.997
NOLSM6112317,19-02-2019 ?? 9:04:30,23,17,1,Photo,0.81583,17.133,14.954,20.001,204.219,90,504.219,4084.385,5105.482,5.111,93.08,30.004
NOLSM6122318,19-02-2019 ?? 9:04:30,23,18,2,Photo,1.05078,17.689,15.003,20.002,203.628,90,503.628,4072.55,5090.688,5.091,92.815,30.013
NOLSM6132319,19-02-2019 ?? 9:04:30,23,19,2,Photo,0.4283,16.509,14.97,20,203.299,89.999,503.299,4065.979,5082.474,5.086,92.897,30.004
NOLSM6142320,19-02-2019 ?? 9:04:30,23,20,3,Photo,0.93518,16.217,14.992,19.998,203.69,90,503.69,4073.803,5092.254,5.093,92.752,29.997
NOLSM6152321,19-02-2019 ?? 9:04:30,23,21,3,Photo,1.05747,16.677,15.042,20,203.298,90.001,503.298,4065.969,5082.461,5.1,93.211,30.016
NOLSM6162322,19-02-2019 ?? 9:04:30,23,22,3,Photo,0.79169,16.707,14.97,20,204.211,89.999,504.211,4084.223,5105.279,5.104,93.215,30.001
NOLSM6172323,19-02-2019 ?? 9:04:30,23,23,1,Photo,1.09666,16.972,14.841,19.997,204.338,89.999,504.338,4086.75,5108.438,5.111,93.545,30.005
NOLSM6182324,19-02-2019 ?? 9:04:30,23,24,1,Photo,0.99181,16.836,14.969,19.999,204.893,90,504.893,4097.866,5122.333,5.124,93.389,30.005
NOLSM6192325,19-02-2019 ?? 9:04:30,23,25,1,Photo,0.93335,17.286,14.938,20,204.578,90,504.578,4091.565,5114.456,5.12,93.827,30.002
NOLSM6202326,19-02-2019 ?? 9:04:30,23,26,2,Photo,0.55253,16.91,15.023,20,205.638,90.001,505.638,4112.762,5140.952,5.134,93.553,30.003
NOLSM6212327,19-02-2019 ?? 9:04:30,23,27,2,Photo,0.75587,16.647,15.065,20.001,204.862,90,504.862,4097.245,5121.557,5.13,93.672,29.993
NOLSM622241,20-02-2019 ?? 9:04:30,24,1,2,Photo,0.95293,17.53,15.061,20,205.173,90,505.173,4103.453,5129.316,5.134,93.185,29.997
NOLSM623242,20-02-2019 ?? 9:04:30,24,2,3,Photo,1.03682,16.23,14.939,19.993,204.18,90,504.18,4083.593,5104.492,5.087,93.138,29.996
NOLSM624243,20-02-2019 ?? 9:04:30,24,3,3,Photo,0.95435,17.616,15.032,20.001,203.978,90,503.978,4079.562,5099.453,5.109,93.073,29.996
NOLSM625244,20-02-2019 ?? 9:04:30,24,4,3,Photo,0.86919,17.042,15.05,20,203.734,90,503.734,4074.671,5093.339,5.093,93.091,29.997
NOLSM626245,20-02-2019 ?? 9:04:30,24,5,1,Photo,0.75649,16.577,14.964,19.999,204.015,90,504.015,4080.294,5100.367,5.104,93.02,29.994
NOLSM627246,20-02-2019 ?? 9:04:30,24,6,1,Photo,0.87141,16.733,14.897,20.001,203.882,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989
NOLSM628247,20-02-2019 ?? 9:04:30,24,7,2,Photo,1.05343,16.76,14.954,20,203.626,90,503.626,4072.53,5090.662,5.084,92.834,30.005
NOLSM629248,20-02-2019 ?? 9:04:30,24,8,2,Photo,0.62371,17.549,15.014,20.006,206.999,90,506.999,4139.977,5174.972,5.156,93.656,29.999
NOLSM630249,20-02-2019 ?? 9:04:30,24,9,3,Photo,0.96914,17.399,14.956,20.004,205.161,90,505.161,4103.221,5129.026,5.144,93.213,30.005
NOLSM6312410,20-02-2019 ?? 9:04:30,24,10,3,Photo,1.12588,17.477,15.047,19.995,204.166,90,504.166,4083.317,5104.146,5.124,93.62,30.016
NOLSM6322411,20-02-2019 ?? 9:04:30,24,11,3,Photo,0.92269,16.996,14.92,20,205.113,90,505.113,4102.262,5127.827,5.134,93.951,29.99
NOLSM6332412,20-02-2019 ?? 9:04:30,24,12,1,Photo,0.94531,16.911,15.025,19.995,205.405,90,505.405,4108.105,5135.131,5.115,92.885,29.994
NOLSM6342413,20-02-2019 ?? 9:04:30,24,13,1,Photo,0.6869,16.741,14.897,19.997,204.504,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01
NOLSM6352414,20-02-2019 ?? 9:04:30,24,14,2,Photo,0.9502,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997
NOLSM6362415,20-02-2019 ?? 9:04:30,24,15,2,Photo,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995
NOLSM6372416,20-02-2019 ?? 9:04:30,24,16,2,Photo,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30
NOLSM6382417,20-02-2019 ?? 9:04:30,24,17,3,Photo,0.89031,16.911,14.957,19.998,202.24,90,502.24,4044.792,5055.99,5.065,92.629,29.988
NOLSM6392418,20-02-2019 ?? 9:04:30,24,18,3,Photo,0.99883,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999
NOLSM6402419,20-02-2019 ?? 9:04:30,24,19,1,Photo,0.95502,16.625,15.023,20.004,202.01,90,502.01,4040.198,5050.247,5.062,92.422,29.994
NOLSM6412420,20-02-2019 ?? 9:04:30,24,20,1,Photo,0.72675,17.051,15.032,20.002,202.28,90,502.28,4045.605,5057.006,5.065,92.611,29.999
NOLSM6422421,20-02-2019 ?? 9:04:30,24,21,2,Photo,1.11628,17.129,15.055,20.002,201.983,90,501.983,4039.651,5049.563,5.053,92.373,29.999
NOLSM6432422,20-02-2019 ?? 9:04:30,24,22,2,Photo,0.87753,17.282,14.95,20.003,202.338,90,502.338,4046.759,5058.449,5.06,93.038,29.985
NOLSM6442423,20-02-2019 ?? 9:04:30,24,23,2,Photo,0.66878,16.531,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002
NOLSM6452424,20-02-2019 ?? 9:04:30,24,24,3,Photo,1.08194,16.621,14.926,19.998,202.405,90,502.405,4048.101,5060.126,5.066,92.499,30.005
NOLSM6462425,20-02-2019 ?? 9:04:30,24,25,3,Photo,0.97498,17.176,15.065,20.001,202.588,90,502.588,4051.752,5064.69,5.065,92.258,30
NOLSM6472426,20-02-2019 ?? 9:04:30,24,26,3,Photo,1.05555,16.11,14.963,20.004,198.923,89.999,498.923,3978.459,4973.074,4.975,90.091,30
NOLSM6482427,20-02-2019 ?? 9:04:30,24,27,1,Photo,1.36759,17.506,14.966,20,197.466,89.999,497.466,3949.317,4936.647,4.922,89.458,30.001
NOLSM649251,21-02-2019 ?? 9:04:30,25,1,1,Photo,2.03116,16.361,15.094,20,195.341,90,495.341,3906.817,4883.521,4.881,89.694,30.006
NOLSM650252,21-02-2019 ?? 9:04:30,25,2,1,Photo,1.41751,16.784,14.899,20,196.77,90,496.77,3935.402,4919.253,4.911,89.355,29.988
