No_Die,Datetime,Lot_Num,Wafer_Num,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Lamp,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,Target,Datetime,Error_message,Yield
NOLSM678263,22-02-2019 ?? 9:04:30,26,3,1,Oxidation,dry,874.6567849,O2,22.48,0.224,231,720.337,3,Photo,1.00094,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,1,51.201,Hg-Arc,H,405,518.033,110.26,1,Etching,272,1579,3668,5704,72.034,52.308,1.058,1,Implantation,3.88E+15,2.96E+13,3.90E+16,3.00E+17,6.00E+17,32479.394,0.01,105.769,861,159,147,02-23-2018,none,92.65
NOLSM679264,22-02-2019 ?? 9:04:30,26,4,1,Oxidation,dry,874.49514,O2,22.46,0.223,230,720.149,3,Photo,0.94321,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,2,48.472,Hg-Arc,H,405,508.752,110.231,2,Etching,285,1427,3667,5752,72.015,52.325,1.058,2,Implantation,1.53E+16,8.62E+16,9.20E+17,3.00E+17,6.00E+17,32475.954,0.01,105.814,860,159,129,02-23-2018,none,93.55
NOLSM680265,22-02-2019 ?? 9:04:30,26,5,1,Oxidation,dry,874.6475224,O2,22.48,0.223,230,720.06,3,Photo,0.80788,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30,3,57.166,Hg-Arc,H,405,511.851,110.369,3,Etching,201,1485,3663,5745,72.006,52.381,1.06,3,Implantation,4.10E+15,1.67E+16,1.77E+16,2.98E+17,6.00E+17,32473.014,0.01,105.952,861,159,93,02-23-2018,none,95.35
NOLSM681266,22-02-2019 ?? 9:04:30,26,6,2,Oxidation,dry,874.650001,O2,22.51,0.223,230,719.864,1,Photo,0.78753,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994,1,54.164,Hg-Arc,H,405,513.493,110.857,3,Etching,306,1404,3665,5729,71.986,52.406,1.06,3,Implantation,1.98E+16,9.28E+16,1.18E+18,3.01E+17,6.00E+17,32492.602,0.01,106.016,860,159,120,02-23-2018,none,94
NOLSM682267,22-02-2019 ?? 9:04:30,26,7,2,Oxidation,dry,875.2490053,O2,22.49,0.225,232,721.949,1,Photo,0.8419,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988,2,56.267,Hg-Arc,H,405,512.855,110.866,2,Etching,233,1436,3664,5753,72.195,52.573,1.064,2,Implantation,1.69E+16,1.60E+17,7.44E+17,3.00E+17,6.00E+17,32486.114,0.01,106.433,861,160,90,02-23-2018,none,95.5
NOLSM683268,22-02-2019 ?? 9:04:30,26,8,2,Oxidation,dry,874.9722399,O2,22.48,0.225,232,721.375,1,Photo,0.85564,16.059,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002,3,58.781,Hg-Arc,H,405,512.409,110.764,1,Etching,245,1420,3664,5732,72.137,52.568,1.064,1,Implantation,1.49E+16,1.49E+17,3.50E+16,3.01E+17,6.00E+17,32477.288,0.01,106.419,861,160,96,02-23-2018,none,95.2
NOLSM684269,22-02-2019 ?? 9:04:30,26,9,2,Oxidation,dry,874.9106295,O2,22.48,0.225,232,721.646,2,Photo,0.88105,16.927,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006,1,52.511,Hg-Arc,H,405,508.852,110.863,1,Etching,341,1423,3669,5747,72.165,52.593,1.065,1,Implantation,1.61E+16,2.89E+16,4.60E+17,3.00E+17,6.00E+17,32475.062,0.01,106.482,861,160,141,02-23-2018,none,92.95
NOLSM6852610,22-02-2019 ?? 9:04:30,26,10,2,Oxidation,dry,874.934489,O2,22.48,0.225,232,721.658,2,Photo,0.51518,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,2,52.717,Hg-Arc,H,405,506.429,110.82,2,Etching,251,1485,3668,5744,72.166,52.621,1.066,2,Implantation,1.48E+16,8.06E+15,1.61E+11,2.99E+17,6.00E+17,32474.777,0.01,106.552,860,160,129,02-23-2018,none,93.55
NOLSM6862611,22-02-2019 ?? 9:04:30,26,11,2,Oxidation,wet,1272.944225,H2O,44.95,0.225,32,727.786,2,Photo,0.72996,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,3,57.235,Hg-Arc,H,405,508.916,110.701,3,Etching,301,1492,3672,5728,72.779,52.57,1.064,3,Implantation,1.60E+16,6.67E+15,1.65E+17,3.00E+17,6.00E+17,32474.989,0.01,106.425,860,160,111,02-23-2018,none,94.45
NOLSM6872612,22-02-2019 ?? 9:04:30,26,12,2,Oxidation,wet,1279.574302,H2O,45.02,0.225,32,725.688,3,Photo,0.79764,13.75,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989,1,54.258,Hg-Arc,H,405,514.94,110.788,3,Etching,322,1445,3673,5752,72.569,52.282,1.057,3,Implantation,1.52E+16,1.01E+17,7.62E+17,2.99E+17,6.00E+17,32484.167,0.01,105.706,861,159,141,02-23-2018,none,92.95
NOLSM6882613,22-02-2019 ?? 9:04:30,26,13,2,Oxidation,wet,1278.151204,H2O,44.99,0.225,32,714.309,3,Photo,0.81418,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,2,56.404,Hg-Arc,H,405,515.305,110.746,2,Etching,437,1545,3672,5721,71.431,52.567,1.064,2,Implantation,1.29E+16,9.99E+16,1.56E+16,3.01E+17,6.00E+17,32482.503,0.01,106.417,861,160,240,02-23-2018,[['Loc']],88
NOLSM6892614,22-02-2019 ?? 9:04:30,26,14,2,Oxidation,wet,1272.018759,H2O,44.97,0.225,32,725.202,3,Photo,0.5937,20.046,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30,3,57.353,Hg-Arc,H,405,509.664,110.657,1,Etching,356,1520,3675,5710,72.52,52.483,1.062,1,Implantation,1.37E+16,1.17E+11,146815735.9,3.01E+17,6.00E+17,32478.466,0.01,106.208,861,159,165,02-23-2018,none,91.75
NOLSM6902615,22-02-2019 ?? 9:04:30,26,15,3,Oxidation,wet,1273.67389,H2O,44.96,0.225,32,727.572,1,Photo,0.72065,13.221,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998,1,50.005,Hg-Arc,H,405,508.186,110.568,1,Etching,321,1562,3678,5720,72.757,52.411,1.06,1,Implantation,1.65E+16,1.65E+17,8.14E+17,3.03E+17,6.00E+17,32471.405,0.01,106.027,860,159,168,02-23-2018,none,91.6
NOLSM6912616,22-02-2019 ?? 9:04:30,26,16,3,Oxidation,wet,1274.307552,H2O,44.97,0.225,32,729.613,1,Photo,0.9997,11.396,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,2,50.959,Hg-Arc,H,405,509.796,110.469,2,Etching,365,1501,3682,5714,72.961,52.464,1.062,2,Implantation,2.05E+16,1.70E+17,7.40E+17,3.00E+17,6.00E+17,32474.891,0.01,106.16,860,159,186,02-23-2018,none,90.7
NOLSM6922617,22-02-2019 ?? 9:04:30,26,17,3,Oxidation,wet,1275.455879,H2O,44.99,0.224,31,718.579,1,Photo,0.83879,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,3,59.032,Hg-Arc,H,405,516.204,110.436,3,Etching,339,1449,3668,5725,71.858,52.404,1.06,3,Implantation,1.98E+16,1.05E+16,4.00E+17,3.00E+17,6.00E+17,32470.956,0.01,106.01,860,159,159,02-23-2018,none,92.05
NOLSM6932618,22-02-2019 ?? 9:04:30,26,18,3,Oxidation,wet,1269.839966,H2O,45.03,0.225,32,711.095,2,Photo,0.91121,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,1,50.527,Hg-Arc,H,405,514.286,110.36,3,Etching,315,1518,3657,5714,71.11,52.382,1.06,3,Implantation,1.56E+16,1.12E+17,2.05E+16,3.00E+17,6.00E+17,32470.502,0.01,105.956,860,159,126,02-23-2018,none,93.7
NOLSM6942619,22-02-2019 ?? 9:04:30,26,19,3,Oxidation,wet,1268.496552,H2O,45.01,0.224,31,725.309,2,Photo,0.7121,20.608,14.928,19.997,201.345,90,501.345,4026.909,5033.637,5.034,92.557,30.004,2,60.929,Hg-Arc,H,405,513.875,111.466,2,Etching,308,1437,3674,5735,72.531,52.336,1.058,2,Implantation,2.07E+16,1.79E+16,1.24E+18,3.01E+17,6.00E+17,32479.61,0.01,105.84,860,159,150,02-23-2018,none,92.5
NOLSM6952620,22-02-2019 ?? 9:04:30,26,20,3,Oxidation,wet,1272.234319,H2O,44.98,0.227,34,725.928,2,Photo,0.3825,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30,3,52.751,Hg-Arc,H,405,499.603,110.59,1,Etching,282,1543,3668,5716,72.593,52.705,1.068,1,Implantation,1.80E+16,8.75E+16,11461295709,3.02E+17,6.00E+17,32473.864,0.01,106.764,860,160,84,02-23-2018,none,95.8
NOLSM6962621,22-02-2019 ?? 9:04:30,26,21,3,Oxidation,wet,1281.904577,H2O,44.96,0.226,33,722.571,3,Photo,1.26642,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,1,48.958,Hg-Arc,H,405,507.852,110.453,1,Etching,288,1459,3671,5742,72.257,52.385,1.06,1,Implantation,1.53E+16,2.33E+16,6.91E+17,3.00E+17,6.00E+17,32455.142,0.01,105.962,860,159,150,02-23-2018,none,92.5
NOLSM6972622,22-02-2019 ?? 9:04:30,26,22,3,Oxidation,wet,1278.781256,H2O,44.97,0.225,32,716.389,3,Photo,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,2,46.75,Hg-Arc,H,405,503.27,110.296,2,Etching,170,1457,3658,5705,71.639,52.326,1.058,2,Implantation,1.86E+16,1.83E+17,2.23E+16,2.99E+17,6.00E+17,32442.676,0.01,105.815,860,159,81,02-23-2018,none,95.95
NOLSM6982623,22-02-2019 ?? 9:04:30,26,23,3,Oxidation,wet,1272.288779,H2O,44.96,0.225,32,712.382,3,Photo,0.75859,13.568,15.094,19.997,202.152,90,502.152,4043.038,5053.797,5.056,92.336,30.001,3,52.937,Hg-Arc,H,405,503.04,110.208,3,Etching,163,1436,3656,5744,71.238,52.285,1.057,3,Implantation,1.59E+16,1.30E+17,3.35E+17,2.99E+17,6.00E+17,32423.651,0.01,105.711,860,159,96,02-23-2018,none,95.2
NOLSM6992624,22-02-2019 ?? 9:04:30,26,24,1,Oxidation,wet,1277.848427,H2O,45.01,0.225,32,721.441,1,Photo,0.92047,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,1,47.183,Hg-Arc,H,405,512.581,109.978,3,Etching,333,1431,3665,5747,72.144,52.201,1.055,3,Implantation,1.02E+16,3.25E+15,2.44E+17,3.00E+17,6.00E+17,32413.504,0.01,105.503,860,158,105,02-23-2018,none,94.75
NOLSM7002625,22-02-2019 ?? 9:04:30,26,25,1,Oxidation,wet,1282.615874,H2O,44.95,0.225,32,725.621,1,Photo,0.85457,11.582,15.106,20,202.294,90,502.294,4045.881,5057.352,5.061,92.313,29.996,2,46.103,Hg-Arc,H,405,505.509,109.978,2,Etching,299,1517,3674,5709,72.562,52.031,1.051,2,Implantation,2.02E+16,1.88E+17,1.20E+18,3.01E+17,6.00E+17,32415.844,0.01,105.079,860,158,150,02-23-2018,none,92.5
NOLSM7012626,22-02-2019 ?? 9:04:30,26,26,1,Oxidation,wet,1276.427083,H2O,44.94,0.224,31,715.821,1,Photo,0.84856,20.67,14.935,20.004,202.52,90,502.52,4050.393,5062.992,5.064,92.442,30,3,53.813,Hg-Arc,H,405,505.441,109.221,1,Etching,292,1397,3665,5704,71.582,52.006,1.05,1,Implantation,2.95E+15,3.27E+15,1.31E+15,3.01E+17,6.00E+17,32428.073,0.01,105.014,860,158,156,02-23-2018,none,92.2
NOLSM7022627,22-02-2019 ?? 9:04:30,26,27,1,Oxidation,wet,1281.11012,H2O,44.94,0.225,32,724.281,2,Photo,0.81772,10.83,15.005,19.999,202.335,90,502.335,4046.705,5058.382,5.035,92.043,29.994,1,46.438,Hg-Arc,H,405,507.155,109.398,1,Etching,249,1375,3663,5746,72.428,51.709,1.043,1,Implantation,2.17E+16,2.17E+17,3.82E+17,3.01E+17,6.00E+17,32424.728,0.01,104.272,860,156,57,02-23-2018,none,97.15
NOLSM704272,23-02-2019 ?? 9:04:30,27,2,1,Oxidation,wet,1273.898222,H2O,44.97,0.221,28,718.015,2,Photo,0.71782,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,3,50.69,Hg-Arc,H,405,495.893,109.608,3,Etching,172,1360,3659,5708,71.801,51.787,1.045,3,Implantation,1.12E+16,4.36E+16,72150123624,3.01E+17,6.00E+17,32456.369,0.01,104.468,861,157,72,02-24-2018,none,96.4
NOLSM705273,23-02-2019 ?? 9:04:30,27,3,1,Oxidation,wet,1274.442203,H2O,44.97,0.224,31,718.058,3,Photo,0.92379,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989,1,45.881,Hg-Arc,H,405,501.478,110.278,3,Etching,288,1435,3658,5705,71.806,52.015,1.05,3,Implantation,2.15E+16,1.05E+17,6.25E+16,3.01E+17,6.00E+17,32452.911,0.01,105.038,860,158,66,02-24-2018,none,96.7
NOLSM706274,23-02-2019 ?? 9:04:30,27,4,1,Oxidation,wet,1276.432217,H2O,44.89,0.223,30,721.87,3,Photo,0.89618,20.223,15.09,20.006,203.51,90,503.51,4070.197,5087.747,5.095,92.6,29.999,2,46.634,Hg-Arc,H,405,508.483,109.768,2,Etching,243,1407,3665,5728,72.187,51.97,1.049,2,Implantation,1.53E+16,2.37E+13,2.35E+14,3.00E+17,6.00E+17,32423.19,0.01,104.926,860,157,93,02-24-2018,none,95.35
NOLSM707275,23-02-2019 ?? 9:04:30,27,5,1,Oxidation,wet,1277.655913,H2O,44.99,0.22,27,718.198,3,Photo,0.88631,18.52,15.161,19.996,199.44,90,499.44,3988.797,4985.997,4.985,90.779,30.002,3,58.646,Hg-Arc,H,405,507.993,108.156,1,Etching,266,1584,3655,5732,71.82,51.224,1.031,1,Implantation,4.32E+15,2.07E+15,8.84E+13,3.02E+17,6.00E+17,32546.56,0.01,103.059,913,155,165,02-24-2018,none,91.75
NOLSM708276,23-02-2019 ?? 9:04:30,27,6,2,Oxidation,wet,1285.038285,H2O,45.03,0.22,27,713.546,1,Photo,0.80238,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996,1,53.889,Hg-Arc,H,405,511.276,108.262,1,Etching,213,1511,3645,5715,71.355,51.298,1.032,1,Implantation,6.66E+15,5.58E+15,1.90E+16,3.00E+17,6.00E+17,32555.893,0.01,103.245,910,155,105,02-24-2018,none,94.75
NOLSM709277,23-02-2019 ?? 9:04:30,27,7,2,Oxidation,wet,1268.453844,H2O,45.04,0.22,27,711.421,1,Photo,0.82889,20.382,15.112,19.994,198.963,90,498.963,3979.257,4974.072,4.968,90.171,30.007,2,58.581,Hg-Arc,H,405,506.76,107.953,2,Etching,248,1439,3646,5733,71.142,50.909,1.023,2,Implantation,1.76E+16,4.14E+14,2.61E+12,3.01E+17,6.00E+17,32556.464,0.01,102.271,906,153,126,02-24-2018,none,93.7
NOLSM710278,23-02-2019 ?? 9:04:30,27,8,2,Oxidation,wet,1271.732672,H2O,45.02,0.217,24,711.592,1,Photo,1.21989,11.754,14.988,19.997,197.823,90,497.823,3956.458,4945.572,4.952,89.9,30,3,62.855,Hg-Arc,H,405,523.396,107.284,3,Etching,262,1523,3649,5709,71.159,51.187,1.03,3,Implantation,1.85E+16,7.08E+14,4.44E+16,3.00E+17,6.00E+17,32546.944,0.01,102.967,906,154,150,02-24-2018,none,92.5
NOLSM711279,23-02-2019 ?? 9:04:30,27,9,2,Oxidation,wet,1269.30024,H2O,45.03,0.216,23,712.814,2,Photo,1.41046,20.108,15.062,19.999,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996,1,60.637,Hg-Arc,H,405,516.498,107.306,3,Etching,307,1452,3650,5686,71.281,50.985,1.025,3,Implantation,4.58E+15,1.18E+15,2.65E+17,3.00E+17,6.00E+17,32553.593,0.01,102.462,906,154,156,02-24-2018,none,92.2
NOLSM7122710,23-02-2019 ?? 9:04:30,27,10,2,Oxidation,wet,1279.21923,H2O,45.05,0.216,23,717.163,2,Photo,1.01435,10.668,14.957,19.998,197.373,90,497.373,3947.46,4934.325,4.934,89.801,29.997,2,64.86,Hg-Arc,H,405,521.642,107.241,2,Etching,249,1417,3649,5726,71.716,50.982,1.025,2,Implantation,2.07E+16,1.87E+15,5.45E+17,3.00E+17,6.00E+17,32542.845,0.01,102.455,906,154,93,02-24-2018,none,95.35
NOLSM7132711,23-02-2019 ?? 9:04:30,27,11,2,Oxidation,wet,1278.274705,H2O,45.09,0.216,23,712.164,2,Photo,1.57538,19.446,14.995,20,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,3,62.975,Hg-Arc,H,405,521.579,107.288,1,Etching,167,1420,3640,5705,71.216,50.985,1.025,1,Implantation,1.85E+16,6.74E+16,8.73E+15,3.00E+17,6.00E+17,32527.163,0.01,102.462,906,154,60,02-24-2018,none,97
NOLSM7142712,23-02-2019 ?? 9:04:30,27,12,2,Oxidation,wet,1279.19832,H2O,45.18,0.217,24,710.377,3,Photo,1.3637,19.94,14.854,20.002,197.693,90,497.693,3953.86,4942.325,4.949,90.172,30.003,1,60.745,Hg-Arc,H,405,521.477,107.325,1,Etching,252,1476,3643,5696,71.038,51.2,1.03,1,Implantation,9.42E+15,2.75E+16,8.20E+16,3.01E+17,6.00E+17,32568.434,0.01,103,907,154,102,02-24-2018,none,94.9
NOLSM7152713,23-02-2019 ?? 9:04:30,27,13,2,Oxidation,wet,1281.471833,H2O,45.2,0.218,25,715.375,3,Photo,1.33755,17.527,15.053,19.994,197.488,90,497.488,3949.758,4937.197,4.947,90.178,29.999,2,54.352,Hg-Arc,H,405,509.597,108.454,2,Etching,238,1439,3647,5691,71.537,51.137,1.028,2,Implantation,6.07E+15,1.67E+12,4.07E+11,2.99E+17,6.00E+17,32567.933,0.01,102.843,902,154,84,02-24-2018,none,95.8
NOLSM7162714,23-02-2019 ?? 9:04:30,27,14,2,Oxidation,wet,1276.658404,H2O,45.21,0.218,25,710.587,3,Photo,1.14418,20.02,14.887,20.002,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998,3,58.799,Hg-Arc,H,405,520.005,108.315,3,Etching,136,1352,3639,5684,71.059,51.309,1.033,3,Implantation,9.28E+15,3.51E+16,2.42E+15,3.00E+17,6.00E+17,32559.307,0.01,103.273,902,155,57,02-24-2018,none,97.15
NOLSM7172715,23-02-2019 ?? 9:04:30,27,15,3,Oxidation,wet,1274.233471,H2O,45.11,0.218,25,715.218,1,Photo,0.85498,20.005,15.031,20.003,198.627,90,498.627,3972.534,4965.668,4.967,90.212,29.998,1,58.058,Hg-Arc,H,405,520.787,107.713,3,Etching,147,1362,3644,5733,71.522,51.166,1.029,3,Implantation,9.66E+15,9.20E+16,2.24E+17,3.01E+17,6.00E+17,32554.618,0.01,102.915,903,154,54,02-24-2018,none,97.3
NOLSM7182716,23-02-2019 ?? 9:04:30,27,16,3,Oxidation,wet,1269.767175,H2O,45.08,0.218,25,717.232,1,Photo,1.23714,19.411,15.02,20.001,198.224,90,498.224,3964.479,4955.598,4.964,90.309,30.004,3,60.924,Hg-Arc,H,405,521.375,107.676,1,Etching,149,1329,3645,5732,71.723,51.143,1.029,1,Implantation,2.16E+15,1.26E+16,1.59E+16,2.99E+17,6.00E+17,32552.824,0.01,102.858,902,154,51,02-24-2018,none,97.45
NOLSM7192717,23-02-2019 ?? 9:04:30,27,17,3,Oxidation,wet,1279.049735,H2O,45.11,0.218,25,710.706,2,Photo,1.14447,18.092,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001,1,62.882,Hg-Arc,H,405,507.903,106.946,1,Etching,186,1362,3641,5725,71.071,50.825,1.021,1,Implantation,4.73E+15,1.47E+16,4.04E+13,3.02E+17,6.00E+17,32545.179,0.01,102.062,894,153,54,02-24-2018,none,97.3
NOLSM7202718,23-02-2019 ?? 9:04:30,27,18,3,Oxidation,wet,1272.182158,H2O,45.12,0.218,25,718.782,2,Photo,1.29229,17.431,15.049,19.999,197.631,90.002,497.631,3952.625,4940.782,4.928,89.956,30.004,2,55.138,Hg-Arc,H,405,509.286,108.361,2,Etching,316,1361,3655,5710,71.878,50.846,1.021,2,Implantation,6.17E+15,4.01E+16,194242040.5,3.02E+17,6.00E+17,32551.638,0.01,102.116,903,153,132,02-24-2018,none,93.4
NOLSM7212719,23-02-2019 ?? 9:04:30,27,19,3,Oxidation,wet,1277.082665,H2O,45.09,0.22,27,718.57,3,Photo,1.47385,15.179,15.168,20.003,197.591,89.999,497.591,3951.826,4939.783,4.936,89.9,30.003,1,57.793,Hg-Arc,H,405,516.043,107.711,3,Etching,228,1542,3656,5741,71.857,51.09,1.027,3,Implantation,1.11E+16,1.04E+17,3.33E+16,2.99E+17,6.00E+17,32445.897,0.01,102.725,903,154,147,02-24-2018,none,92.65
NOLSM7222720,23-02-2019 ?? 9:04:30,27,20,3,Oxidation,wet,1276.871085,H2O,45.12,0.221,28,719.687,3,Photo,1.16319,15.553,14.951,20.004,197.746,90,497.746,3954.911,4943.639,4.947,89.884,30.003,3,60.378,Hg-Arc,H,405,520.129,107.796,1,Etching,227,1495,3653,5706,71.969,51.165,1.029,1,Implantation,1.04E+16,9.81E+16,6.21E+17,3.00E+17,6.00E+17,32439.106,0.01,102.912,903,154,99,02-24-2018,none,95.05
NOLSM7232721,23-02-2019 ?? 9:04:30,27,21,1,Oxidation,wet,1275.582669,H2O,45.18,0.222,29,721.081,1,Photo,1.062,14.349,14.974,20.004,197.657,90.001,497.657,3953.15,4941.437,4.936,89.896,29.998,1,53.136,Hg-Arc,H,405,508.784,108.361,1,Etching,231,1378,3655,5706,72.108,51.182,1.03,1,Implantation,1.29E+16,1.22E+17,7.34E+16,3.02E+17,6.00E+17,32451.317,0.01,102.955,903,154,108,02-24-2018,none,94.6
NOLSM7242722,23-02-2019 ?? 9:04:30,27,22,1,Oxidation,wet,1277.551834,H2O,45.19,0.222,29,717.858,1,Photo,1.4525,16.591,14.907,20.001,197.175,90,497.175,3943.491,4929.364,4.932,89.681,30.006,2,60.551,Hg-Arc,H,405,520.598,107.767,2,Etching,242,1366,3650,5739,71.786,51.099,1.027,2,Implantation,8.02E+15,2.42E+16,4.68E+17,2.99E+17,6.00E+17,32458.957,0.01,102.748,903,154,96,02-24-2018,none,95.2
NOLSM7252723,23-02-2019 ?? 9:04:30,27,23,1,Oxidation,wet,1277.78147,H2O,45.12,0.222,29,718.895,1,Photo,1.52592,11.384,15.104,19.998,197.045,89.999,497.045,3940.893,4926.116,4.93,89.703,29.997,3,60.87,Hg-Arc,H,405,516.572,107.709,3,Etching,221,1465,3650,5693,71.889,51.128,1.028,3,Implantation,1.92E+16,1.53E+15,8.97E+17,3.00E+17,6.00E+17,32453.215,0.01,102.821,903,154,81,02-24-2018,none,95.95
NOLSM7262724,23-02-2019 ?? 9:04:30,27,24,1,Oxidation,wet,1277.178251,H2O,45.13,0.223,30,718.567,2,Photo,1.19653,17.44,15.081,19.998,197.415,90.001,497.415,3948.304,4935.38,4.931,89.589,29.996,1,56.873,Hg-Arc,H,405,505.309,107.784,3,Etching,176,1431,3647,5696,71.857,51.073,1.027,3,Implantation,6.18E+15,5.98E+15,1.07E+14,3.01E+17,6.00E+17,32457.056,0.01,102.682,903,154,57,02-24-2018,none,97.15
NOLSM7272725,23-02-2019 ?? 9:04:30,27,25,1,Oxidation,wet,1270.342348,H2O,45.11,0.223,30,724.096,2,Photo,1.49645,20.293,15.03,19.997,197.203,90.001,497.203,3944.064,4930.08,4.934,89.797,30.009,2,60.919,Hg-Arc,H,405,519.998,107.722,2,Etching,361,1420,3661,5726,72.41,51.138,1.028,2,Implantation,5.25E+15,4.71E+14,2.61E+13,3.01E+17,6.00E+17,32553.025,0.01,102.845,903,154,144,02-24-2018,none,92.8
NOLSM7282726,23-02-2019 ?? 9:04:30,27,26,1,Oxidation,wet,1273.844301,H2O,45.15,0.223,30,719.496,2,Photo,1.29132,19.651,14.961,20.006,197.314,89.999,497.314,3946.284,4932.855,4.932,89.605,29.987,3,60.877,Hg-Arc,H,405,519.03,107.689,1,Etching,275,1434,3656,5702,71.95,51.169,1.029,1,Implantation,1.41E+16,1.10E+17,2.31E+17,3.01E+17,6.00E+17,32658.812,0.01,102.923,903,154,132,02-24-2018,none,93.4
NOLSM7292727,23-02-2019 ?? 9:04:30,27,27,1,Oxidation,wet,1270.993341,H2O,45.16,0.223,30,716.874,3,Photo,1.12251,19.618,14.929,19.999,197.256,90,497.256,3945.129,4931.412,4.938,89.809,29.994,1,54.172,Hg-Arc,H,405,513.006,108.231,1,Etching,140,1374,3644,5731,71.687,51.341,1.034,1,Implantation,1.56E+16,4.06E+15,7.31E+16,2.99E+17,6.00E+17,32771.144,0.01,103.353,902,155,42,02-24-2018,none,97.9
NOLSM730281,24-02-2019 ?? 9:04:30,28,1,1,Oxidation,wet,1278.50258,H2O,45.12,0.224,31,722.525,3,Photo,1.52756,19.276,15.02,19.998,197.261,90,497.261,3945.214,4931.517,4.944,89.903,30.014,2,52.115,Hg-Arc,H,405,518.52,108.787,2,Etching,234,1398,3656,5745,72.253,51.479,1.037,2,Implantation,2.33E+15,3.62E+14,1.04E+15,2.99E+17,6.00E+17,32771.764,0.01,103.697,902,156,99,02-25-2018,none,95.05
NOLSM731282,24-02-2019 ?? 9:04:30,28,2,1,Oxidation,wet,1278.599932,H2O,45.16,0.224,31,723.08,3,Photo,1.06626,13.173,14.911,20.004,197.84,90,497.84,3956.792,4945.99,4.945,89.915,29.985,3,54.149,Hg-Arc,H,405,501.252,108.945,3,Etching,209,1439,3651,5698,72.308,51.797,1.045,3,Implantation,1.57E+16,1.47E+17,8.61E+17,3.02E+17,6.00E+17,32767.878,0.01,104.492,901,157,51,02-25-2018,none,97.45
NOLSM732283,24-02-2019 ?? 9:04:30,28,3,2,Oxidation,wet,1278.835759,H2O,45.19,0.225,32,719.235,1,Photo,1.29483,15.552,14.97,19.999,197.623,90,497.623,3952.46,4940.576,4.938,89.801,29.999,1,55.039,Hg-Arc,H,405,505.911,108.057,3,Etching,269,1437,3651,5702,71.924,51.22,1.03,3,Implantation,1.03E+16,5.55E+15,4.07E+16,3.01E+17,6.00E+17,32767.951,0.01,103.05,901,155,90,02-25-2018,none,95.5
